,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
YCL058C,-3.0699999999999994,-2.7600000000000002,-2.2150000000000003,-2.365,-1.975,-2.78,-6.334999999999999,-3.325,-2.0450000000000004,-3.05,-3.19,-5.17,-4.9350000000000005,-4.4350000000000005,-5.124999999999999,-5.305,-6.29,-4.44,-8.165000000000001,-7.839999999999999,-7.090000000000001,-9.285,-5.784999999999999,-4.35,-3.3649999999999998,-1.4,-2.055,-1.09,-1.7849999999999997,-1.9550000000000005,-1.815
YEL054C,-1.6000000000000003,-4.110000000000001,-4.915000000000001,-5.5649999999999995,-9.04,-12.12,-7.49,-7.220000000000001,-6.945,-8.045000000000002,-6.8950000000000005,-6.65,-6.109999999999999,-3.0,-2.2800000000000002,-3.1000000000000005,-2.69,-3.7650000000000006,-5.01,-4.975,-2.8449999999999998,-1.7450000000000003,-3.655,-3.91,-2.9250000000000003,-1.57,-1.1199999999999997,-3.4349999999999996,-3.685,-3.65,-5.834999999999999
YPL173W,-5.57,-4.67,-4.529999999999999,-5.625,-5.205,-4.465,-3.0949999999999998,-3.4550000000000005,-1.3450000000000002,-1.6200000000000003,-1.39,-3.465,-3.16,-7.025,-4.585,-4.4750000000000005,-5.195,-4.74,-5.285000000000001,-6.6450000000000005,-4.2749999999999995,-5.2749999999999995,-3.8250000000000006,-2.525,-2.795,-4.075000000000001,-4.165,-3.94,-5.084999999999999,-4.555000000000001,-4.785
YHR176W,-4.615,-5.66,-10.294999999999998,-12.925,-11.874999999999998,-8.614999999999998,-4.49,-3.9450000000000003,-4.6049999999999995,-3.7800000000000002,-4.159999999999999,-6.365,-6.200000000000001,-6.959999999999999,-6.1899999999999995,-6.085,-5.845000000000001,-3.105,-2.5,-3.3599999999999994,-4.41,-4.6800000000000015,-4.9,-3.41,-5.025,-4.380000000000001,-4.01,-2.325,-1.6999999999999997,-2.5900000000000003,-3.075
YIR041W,-7.025,-9.225,-10.904999999999998,-11.0,-10.395,-5.17,-3.4300000000000006,-7.440000000000002,-7.18,-6.51,-5.630000000000001,-6.900000000000001,-6.269999999999999,-5.249999999999999,-4.119999999999999,-1.9800000000000004,-1.1900000000000002,-2.4949999999999997,-3.3850000000000002,-5.789999999999999,-8.859999999999998,-6.92,-6.885000000000001,-5.4449999999999985,-5.854999999999999,-6.905000000000001,-4.835,-7.615,-6.565,-5.520000000000001,-3.0250000000000004
YDL099W,-2.475,-0.86,-0.755,-2.2199999999999998,-2.84,-2.28,-0.66,-0.015,0.0,-1.4149999999999998,-2.99,-4.795,-5.569999999999999,-7.584999999999999,-7.534999999999999,-6.425,-4.084999999999999,-2.9100000000000006,-2.29,-2.0300000000000002,-1.4300000000000002,-1.7949999999999995,-1.4400000000000002,-1.8900000000000001,-1.225,-0.45500000000000007,-2.59,-4.24,-4.865,-3.9199999999999995,-1.43
YNL151C,-8.175,-4.789999999999999,-6.815,-5.604999999999999,-6.7299999999999995,-7.779999999999999,-4.89,-5.575,-3.879999999999999,-1.15,-2.8999999999999995,-2.645,-2.3999999999999995,-3.4050000000000002,-1.4849999999999999,-2.0149999999999997,-3.0,-3.0850000000000004,-5.094999999999999,-6.565,-4.635000000000001,-3.6950000000000003,-2.3999999999999995,-1.895,-1.8000000000000003,-2.5349999999999997,-3.745,-3.44,-4.33,-3.1599999999999997,-3.165
YDR299W,-4.435,-3.6400000000000006,-1.905,-2.4750000000000005,-2.170000000000001,-3.5749999999999993,-5.9,-4.980000000000001,-5.0,-2.7250000000000005,-4.25,-5.479999999999999,-3.84,-2.4149999999999996,-1.165,-2.345,-2.8150000000000004,-3.175,-3.7049999999999996,-5.015,-4.785000000000002,-4.305000000000001,-5.365,-4.355,-3.8000000000000007,-4.334999999999999,-3.384999999999999,-2.0700000000000003,-2.115,0.0,0.0
YLR020C,-4.1850000000000005,-7.035000000000001,-5.380000000000001,-3.28,-2.785,-2.9799999999999995,-3.9200000000000004,-2.8150000000000004,-3.6750000000000007,-3.415,-3.035,-3.5550000000000006,-4.695,-4.050000000000001,-2.055,-0.5900000000000001,-0.36,-2.2749999999999995,-5.165000000000001,-4.710000000000001,-1.935,-2.5949999999999998,-5.155000000000001,-5.779999999999999,-3.7,-1.31,-1.7599999999999998,-3.22,-2.7499999999999996,-2.915,-5.0649999999999995
YIL049W,-5.575,-1.52,-1.7,-3.3949999999999996,-4.64,-2.6700000000000004,-4.145,-1.9650000000000003,-2.2049999999999996,-3.78,-4.0600000000000005,-3.6350000000000002,-2.0035,-2.749999999999999,-3.6950000000000003,-2.8199999999999994,-2.9100000000000006,-1.135,-0.43499999999999994,-1.51,-0.635,-2.58,-2.455,-0.5799999999999998,-0.505,-3.3449999999999998,-5.06,-5.895000000000001,-4.96,-4.145,-3.3800000000000003
YLR094C,-3.1799999999999997,-2.9650000000000003,-5.260000000000001,-5.4399999999999995,-3.5449999999999995,-4.485000000000001,-5.540000000000001,-8.175,-7.9,-4.395,-5.285000000000001,-3.09,-1.6649999999999998,-2.0200000000000005,-2.1750000000000003,-2.7749999999999995,-2.6849999999999996,-4.52,-3.2049999999999996,-4.279999999999999,-4.525,-5.109999999999999,-2.725,-3.3249999999999993,-4.739999999999999,-6.03,-6.215000000000001,-5.045,-2.8749999999999996,-3.225,-4.390000000000001
YDR482C,-5.5699999999999985,-6.855000000000001,-7.505,-7.26,-9.275000000000002,-5.914999999999999,-8.47,-7.055,-7.034999999999999,-6.225,-5.244999999999999,-5.13,-4.6450000000000005,-5.749999999999999,-7.449999999999998,-6.120000000000001,-6.095000000000001,-3.8150000000000004,-1.2849999999999997,-2.47,-3.6,-6.595000000000001,-7.05,-7.33,-6.235,-4.1,-3.8899999999999997,-4.805,-5.135,-6.104999999999999,-7.164999999999999
YGL234W,-6.6,-7.470000000000001,-6.675,-5.014999999999999,-3.5749999999999993,-4.19,-4.345000000000001,-8.23,-9.435,-11.22,-8.385,-5.2,-6.245,-7.645000000000003,-6.960000000000003,-4.51,-6.34,-4.834999999999999,-4.425000000000001,-8.295,-4.639999999999999,-5.61,-5.700000000000001,-4.449999999999999,-5.24,-4.74,-4.9399999999999995,-6.404999999999999,-6.404999999999999,-5.994999999999999,-6.965000000000001
YMR319C,-7.315000000000002,-8.415,-8.905,-9.915,-5.955,-4.96,-4.8149999999999995,-2.755,-2.39,-2.7400000000000007,-5.545,-5.6049999999999995,-7.4,-6.36,-5.28,-3.7349999999999994,-3.245,-3.45,-3.8650000000000007,-6.4399999999999995,-2.9450000000000003,-2.97,-3.7600000000000002,-4.5550000000000015,-4.43,-5.7299999999999995,-5.969999999999999,-5.845000000000001,-5.67,-2.255,-4.235
YLR172C,-5.195,-5.160000000000001,-5.8149999999999995,-5.1450000000000005,-4.11,-4.34,-6.465000000000001,-7.644999999999999,-4.270000000000001,-3.8849999999999993,-6.359999999999999,-5.865,-4.17,-3.585000000000001,-5.889999999999999,-5.415,-6.1499999999999995,-6.095,-3.4250000000000007,-2.8449999999999998,-4.010000000000001,-6.09,-6.33,-8.165000000000001,-8.57,-5.37,-4.380000000000001,-4.8149999999999995,-4.430000000000001,-2.9000000000000004,-3.2649999999999997
YKL061W,-2.37,-2.46,-4.235000000000001,-4.390000000000001,-4.639999999999999,-5.5649999999999995,-5.659999999999999,-6.200000000000001,-4.255,-5.029999999999999,-4.999999999999999,-3.585,-4.135,-2.29,-1.9950000000000003,-2.5900000000000003,-2.825,-3.12,-2.4850000000000003,-3.085,-1.6150000000000002,-2.4850000000000003,-2.3049999999999997,-2.2199999999999998,-2.71,-2.89,-2.81,-0.9800000000000001,-0.7899999999999999,-2.1750000000000003,-3.1499999999999995
YNR008W,-3.5200000000000005,-2.4899999999999998,-2.335,-2.355,-3.215,-1.89,-3.729999999999999,-1.8950000000000002,-2.0200000000000005,-2.3800000000000003,-3.085,-3.6999999999999993,-5.37,-4.799999999999999,-3.7299999999999995,-2.75,-2.7399999999999993,-3.38,-3.5949999999999998,-2.35,-3.94,-5.119999999999999,-6.284999999999999,-6.295000000000001,-6.155000000000001,-6.365,-6.75,-4.360000000000001,-4.6850000000000005,-3.8550000000000004,-3.1750000000000003
YGL233W,-6.074999999999999,-3.81,-4.26,-5.085,-5.245000000000001,-6.045,-6.555,-5.789999999999999,-4.47,-4.01,-3.095,-6.685,-5.745000000000001,-6.254999999999999,-6.25,-2.5249999999999995,-8.900000000000002,-6.675,-5.124999999999999,-4.205000000000001,-2.63,-3.045,-3.5450000000000004,-4.010000000000001,-3.4750000000000005,-3.14,-3.4899999999999998,-4.235,-3.7650000000000006,-2.72,-2.3249999999999997
YIL055C,-4.114999999999999,-5.3500000000000005,-9.054999999999998,-9.905,-8.73,-7.175,-6.17,-4.975,-4.2250000000000005,-1.9649999999999999,-2.2700000000000005,-3.13,-4.03,-4.710000000000001,-5.18,-8.78,-7.239999999999999,-6.375000000000001,-5.795,-3.4,-1.5850000000000002,-2.08,-2.8549999999999995,-4.4350000000000005,-3.195,-2.88,-1.8749999999999996,-1.53,-2.56,-2.585,-1.5949999999999998
YLR103C,-3.654999999999999,-2.4,-1.9299999999999997,-1.59,-1.9849999999999999,-1.4450000000000003,-1.4935000000000003,-1.5999999999999999,-4.045,-4.9750000000000005,-4.244999999999999,-3.37,-3.225,-3.4799999999999995,-2.5250000000000004,-4.29,-5.550000000000002,-6.1899999999999995,-4.675000000000001,-4.16,-2.505,-2.88,-3.9899999999999998,-4.494999999999999,-5.330000000000001,-6.17,-7.284999999999999,-3.8850000000000007,-3.335,-2.52,-2.8249999999999993
YAL017W,-5.465000000000001,-4.109999999999999,-3.1350000000000002,-3.54,-1.525,-2.99,-5.159999999999999,-5.515000000000001,-4.055000000000001,-3.4299999999999997,-1.395,-1.6049999999999998,-2.37,-1.8400000000000003,-4.079999999999999,-5.169999999999999,-4.925,-5.095000000000001,-4.67,-3.1249999999999996,-3.7,-4.65,-4.645000000000001,-3.055,-2.9699999999999998,-2.38,-4.525,-4.4750000000000005,-4.99,-5.800000000000001,-5.68
YCL067C,-1.7599999999999998,-1.705,-2.8700000000000006,-2.27,-2.945,-2.9050000000000002,-3.0650000000000004,-2.445,-2.885,-3.5450000000000004,-3.21,-4.18,-4.075,-4.5200000000000005,-5.48,-4.550000000000001,-3.915,-2.835,-1.3900000000000001,-2.1599999999999993,-2.73,-1.4649999999999999,-0.655,-0.9899999999999999,-1.7449999999999999,-2.7699999999999996,-2.675,-3.37,-2.33,-1.61,-3.255
YDL074C,-2.8800000000000003,-3.0050000000000003,-3.3400000000000007,-4.630000000000001,-4.285000000000001,-4.0649999999999995,-5.575,-5.834999999999999,-5.73,-5.684999999999999,-4.44,-5.64,-4.404999999999999,-3.0600000000000005,-3.85,-4.52,-3.6849999999999996,-3.475,-4.365,-4.33,-3.1599999999999997,-2.65,-3.2649999999999997,-3.7299999999999995,-4.119999999999999,-4.380000000000001,-3.6300000000000003,-5.584999999999999,-5.869999999999999,-5.5649999999999995,-4.05
YHR140W,-3.9549999999999996,-2.83,-2.7299999999999995,-2.3100000000000005,-6.095000000000001,-6.209999999999999,-9.115,-10.18,-6.475,-6.15,-4.32,-2.0949999999999998,-1.265,-2.21,-1.105,-2.5550000000000006,-1.5899999999999999,-1.4800000000000002,-1.06,-1.45,-0.72,-1.08,-2.435,-3.29,-3.820000000000001,-4.255,-4.2700000000000005,-5.000000000000001,-4.834999999999999,-5.7399999999999975,-4.59
YJR010W,-6.974999999999999,-5.640000000000001,-3.055,-2.03,-3.3,-2.2949999999999995,-4.715,-6.0600000000000005,-5.340000000000001,-5.584999999999999,-3.105,-1.7450000000000003,-1.9849999999999999,-4.930000000000001,-5.885000000000002,-5.949999999999998,-2.89,-4.805,-5.24,-6.389999999999999,-5.115,-5.49,-6.57,-6.130000000000002,-3.8600000000000003,-4.154999999999999,-2.670000000000001,-1.3399999999999999,-1.725,-2.0349999999999997,-3.46
YLR100W,-5.149999999999999,-7.464999999999999,-5.015,-5.05,-5.665,-7.604999999999999,-4.6899999999999995,-3.4899999999999998,-4.635,-5.575,-6.719999999999999,-8.565,-3.38,-3.779999999999999,-2.685,-3.7299999999999995,-5.21,-5.604999999999999,-6.004999999999999,-5.205,-6.145,-6.15,-5.300000000000001,-5.9,-1.7849999999999997,-2.4349999999999996,-1.4300000000000002,-2.825,-5.800000000000001,-6.305000000000001,-6.025
YEL033W,-1.06,-1.725,-2.815,-4.75,-4.529999999999999,-3.7550000000000003,-2.0,-2.1700000000000004,-1.36,-1.025,-0.6,-0.27,0.0,-0.38499999999999995,-0.89,-0.93,-1.3400000000000003,-0.8649999999999999,-1.8199999999999998,-2.835,-5.48,-5.31,-5.000000000000001,-7.295,-3.94,-7.604999999999999,-8.594999999999999,-6.840000000000001,-5.525,-1.94,-0.9970000000000001
YIL038C,-3.995000000000001,-2.665,-1.4049999999999998,-2.045,-2.6100000000000003,-2.585,-2.7399999999999998,-3.655,-3.1050000000000004,-2.2,-2.6149999999999998,-3.6399999999999997,-2.9899999999999993,-3.4449999999999994,-2.825,-2.13,-4.875000000000001,-4.505000000000001,-4.345,-3.6300000000000003,-3.13,-4.805000000000001,-6.049999999999999,-3.6150000000000007,-3.645000000000001,-4.55,-3.0149999999999997,-4.04,-4.965000000000001,-2.2649999999999997,-2.0650000000000004
YDR018C,-2.8349999999999995,-3.3,-4.640000000000001,-4.08,-5.54,-4.565000000000001,-4.880000000000001,-4.910000000000002,-4.305000000000001,-3.145,-2.86,-2.2749999999999995,-3.465,-5.6,-5.204999999999999,-5.23,-2.7950000000000004,-1.8499999999999996,-3.72,-4.720000000000001,-3.9799999999999995,-3.75,-3.2900000000000005,-4.7250000000000005,-4.815,-4.259999999999999,-1.7349999999999999,-2.03,-3.0999999999999996,-4.025,-6.119999999999999
YIL002C,-5.22,-4.140000000000001,-3.3849999999999993,-2.7449999999999997,-2.465,-3.335000000000001,-3.8,-4.49,-4.125,-4.959999999999999,-2.8050000000000006,-1.95,-2.4549999999999996,-3.4200000000000004,-4.42,-5.160000000000002,-4.545,-3.2,-3.7550000000000003,-3.8650000000000007,-4.090000000000001,-5.645000000000001,-7.6549999999999985,-6.4799999999999995,-5.715,-4.854999999999999,-6.760000000000001,-6.915000000000001,-6.249999999999999,-3.7700000000000005,-2.8999999999999995
YBR201W,-4.470000000000001,-4.005,-5.42,-5.800000000000002,-6.565,-6.735000000000001,-7.219999999999999,-5.225,-5.8,-5.42,-6.0649999999999995,-4.225,-3.525,-5.105,-4.335,-3.7600000000000002,-4.8599999999999985,-3.714999999999999,-4.445000000000001,-2.8549999999999995,-3.9299999999999997,-1.7949999999999995,-1.9550000000000005,-0.6649999999999999,-1.855,-4.35,-4.76,-4.424999999999999,-2.3850000000000007,-3.8449999999999998,-4.09
YNL243W,-4.475,-4.21,-6.595000000000001,-6.130000000000001,-7.185,-5.665000000000001,-6.5,-6.589999999999999,-5.409999999999999,-4.4,-5.11,-4.630000000000001,-6.125,-3.3300000000000005,-5.464999999999998,-4.645,-4.380000000000001,-4.985,-2.3800000000000003,-4.494999999999999,-5.859999999999999,-8.779999999999998,-9.455000000000002,-8.375,-8.41,-7.619999999999999,-7.875,-7.905000000000001,-6.234999999999999,-5.285,-5.029999999999999
YDR366C,-3.8950000000000005,-2.1450000000000005,-0.78,-1.9700000000000002,-4.869999999999999,-1.7099999999999997,-1.94,-4.344999999999999,-2.005,-4.655,-9.574999999999998,-2.52,-2.925,-3.7150000000000007,-1.7149999999999999,-2.8350000000000004,-5.029999999999999,-5.465,-4.51,-4.805,-4.55,-1.83,-2.5300000000000002,-4.47,-3.8000000000000007,-3.1249999999999996,-3.17,-3.4849999999999994,-3.6000000000000005,-4.12,-3.79
YHR087W,-3.435,-3.72,-6.15,-7.730000000000002,-5.430000000000001,-6.214999999999999,-3.2700000000000005,-4.4,-4.085000000000001,-3.5149999999999997,-3.7699999999999996,-5.870000000000001,-5.055000000000001,-8.194999999999999,-10.155000000000001,-10.775,-12.745000000000001,-9.249999999999998,-6.755000000000001,-5.35,-1.6099999999999999,-2.6149999999999998,-5.475,-4.994999999999999,-4.075000000000001,-4.8100000000000005,-2.55,-7.854999999999999,-7.735000000000001,-6.395000000000001,
YOR118W,-5.545000000000001,-6.505,-5.084999999999999,-3.5699999999999994,-1.41,-1.675,-1.2349999999999999,-1.8450000000000002,-2.005,-1.8,-3.94,-3.8,-3.3549999999999995,-3.59,-3.175,-1.8850000000000002,-1.78,-2.1,-2.5000000000000004,-2.0100000000000002,-5.57,-6.215000000000001,-5.694999999999999,-6.325000000000001,-3.3400000000000007,-3.14,-2.0700000000000003,-1.6,-5.1000000000000005,-5.29,-3.8299999999999996
YKR046C,-2.6399999999999997,-3.5700000000000003,-6.455,-6.9300000000000015,-5.220000000000001,-6.755,-4.27,-3.4449999999999994,-2.405,-3.0300000000000002,-5.385,-6.010000000000001,-6.980000000000001,-5.335000000000001,-6.404999999999999,-8.279999999999998,-5.975,-7.635000000000001,-5.8500000000000005,-6.590000000000001,-5.76,-7.185,-7.139999999999999,-5.870000000000001,-6.08,-5.970000000000001,-6.765000000000001,-4.975,-6.459999999999999,-4.949999999999999,-5.105000000000001
YCR075C,-7.0699999999999985,-6.0600000000000005,-4.99,-3.525,-2.8549999999999995,-3.245,-4.09,-6.22,-6.780000000000001,-8.510000000000002,-5.975,-4.115,-4.569999999999999,-3.8449999999999998,-1.4200000000000002,-6.82,-8.22,-7.605000000000001,-7.969999999999999,-8.309999999999999,-8.930000000000001,-6.12,-3.79,-4.61,-5.645000000000001,-5.135,-7.080000000000001,-8.520000000000001,-8.42,-8.445000000000002,-7.87
YER175C,-3.41,-3.675,-2.51,-3.5449999999999995,-1.42,-1.5450000000000004,-3.2800000000000002,-3.9550000000000005,-3.7349999999999994,-5.2349999999999985,-4.455,-6.685,-9.470000000000002,-7.705,-4.865,-5.3549999999999995,-4.05,-3.8800000000000003,-5.209999999999999,-4.975,-3.4200000000000004,-3.3299999999999996,-4.33,-4.05,-4.569999999999999,-1.4499999999999997,-2.3700000000000006,-3.1900000000000004,-4.985000000000001,-4.495,-4.159999999999999
YJL097W,-1.4249999999999998,-0.8049999999999999,-0.8149999999999998,-6.465000000000001,-5.105,-6.055000000000001,-4.1850000000000005,-1.7600000000000005,-3.8,-5.545,-5.654999999999999,-4.03,-2.93,-5.180000000000001,-6.145,-3.325,-3.0750000000000006,-3.9449999999999994,-5.039999999999999,-5.680000000000001,-3.770000000000001,-3.0149999999999997,-5.1000000000000005,-4.710000000000002,-3.7050000000000005,-5.295000000000001,-5.0600000000000005,-4.865,-4.74,-3.425,-2.9200000000000004
YBR090C,-7.529999999999999,-6.635,-9.130000000000003,-7.164999999999999,-2.575,-5.049999999999999,-4.5249999999999995,-3.8500000000000005,-4.02,-3.105,-3.6450000000000005,-3.7350000000000003,-6.725,-4.915,-1.8350000000000002,-3.3600000000000003,-3.345,-2.3150000000000004,-3.9549999999999996,-3.3299999999999996,-3.755,-2.9000000000000004,-1.0399999999999998,-6.03,-6.0600000000000005,-7.6049999999999995,-10.159999999999998,-6.825,-7.3549999999999995,-7.515000000000001,-4.174999999999999
YIL062C,-4.295,-6.5,-5.104999999999999,-7.075000000000001,-8.62,-6.525,-3.3300000000000005,-2.825,-2.065,-2.1750000000000003,-2.345,-3.9899999999999998,-5.400000000000001,-8.035,-7.415000000000001,-6.794999999999999,-6.06,-1.6849999999999998,-2.1,-3.6400000000000006,-2.9400000000000004,-4.334999999999999,-4.145,-5.1,-5.16,-4.9799999999999995,-3.8599999999999985,-4.09,-3.2749999999999995,-4.639999999999999,-4.205
YNL318C,-1.7700000000000002,-2.1500000000000004,-1.8599999999999999,-4.315,-4.005000000000001,-2.51,-2.8699999999999997,-1.825,-1.8300000000000005,-1.175,-1.375,-1.6800000000000002,-3.4550000000000005,-3.775,-2.6700000000000004,-2.53,-4.585,-4.6850000000000005,-4.485,-6.175000000000002,-5.554999999999999,-4.645,-3.3600000000000008,-5.255,-6.145000000000001,-3.4800000000000004,-3.775,-2.9999999999999996,-3.0599999999999996,-5.02,-4.05
YPL187W,-3.2349999999999994,-4.039999999999999,-6.95,-6.57,-3.9250000000000007,-2.5749999999999997,-1.9599999999999995,-3.7000000000000006,-6.9350000000000005,-6.975,-6.135,-4.1800000000000015,-7.264999999999998,-7.935000000000002,-3.8250000000000006,-4.345000000000001,-2.7049999999999996,-2.2249999999999996,-3.460000000000001,-2.5999999999999996,-5.045,-5.905,-4.17,-7.235000000000001,-5.0600000000000005,-6.245,-10.684999999999999,-7.905000000000001,-2.7649999999999997,-4.3950000000000005,-6.08
YIL116W,-5.775,-1.7000000000000004,-2.5500000000000003,-3.0900000000000003,-3.375,-6.069999999999999,-5.0,-4.62,-5.45,-3.724999999999999,-4.6049999999999995,-4.415,-3.3999999999999995,-1.685,-1.2049999999999998,-1.9049999999999998,-1.505,-1.32,-0.8099999999999999,-1.6649999999999998,-1.6649999999999998,-3.63,-4.26,-4.66,-6.085,-7.660000000000001,-5.704999999999999,-7.354999999999999,-6.92,-4.85,-6.734999999999999
YGL092W,-4.389999999999999,-5.2700000000000005,-4.11,-2.1799999999999997,-0.6050000000000001,-1.3050000000000002,-2.0450000000000004,-1.9449999999999998,-3.4249999999999994,-5.25,-3.4899999999999993,-3.3449999999999998,-3.675,-1.9300000000000004,-7.404999999999999,-7.160000000000001,-5.5,-4.16,-2.6750000000000003,-2.4050000000000002,-3.6049999999999995,-4.0649999999999995,-3.4400000000000004,-7.664999999999999,-9.189999999999998,-6.194999999999999,-7.1049999999999995,-3.1450000000000005,-3.59,-4.075,-6.525000000000001
YOR174W,-5.0649999999999995,-4.75,-5.21,-5.255000000000001,-5.700000000000001,-6.62,-5.909999999999999,-2.895,-1.8250000000000004,-3.22,-5.009999999999999,-5.540000000000001,-4.4,-4.03,-4.344999999999999,-5.384999999999999,-3.6099999999999994,-3.715,-2.8,-3.08,-2.8899999999999997,-3.5099999999999993,-4.184999999999999,-4.575000000000001,-2.8150000000000004,-2.815,-2.775,-1.3300000000000003,-3.3099999999999996,-3.8550000000000004,-3.575
YFR012W-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMR136W,-0.495,-0.845,-4.54,-5.595,-6.24,-4.5600000000000005,-3.3299999999999996,-4.425000000000001,-6.475,-5.164999999999999,-5.169999999999999,-1.215,-1.1,-3.5499999999999994,-4.285000000000001,-2.9,-2.8099999999999996,-1.3000000000000003,-1.195,-0.31,-0.9499999999999998,-1.025,-0.23500000000000001,-0.45499999999999996,-0.275,-0.95,-1.5800000000000005,-2.3249999999999997,-1.845,-1.345,-0.63
