Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"VPS64","YDR200C","","","","ER","48.5347","ER","33.9067","below threshold","24.7796","below threshold","35.2422","","","","","","","","","","","","","","","","","","","","","",""
"MSC2","YDR205W","ER","27.45","7.35364","ER","40.4628","ER","21.0581","ER","23.9809","below threshold","28.121","ER","29.56","1.07","0","10.02","ER","28.39","1.03","0","4.97","ER","27.95","1.01","0","","ER","ER","23.5184","0.856316","0","3.84102","Member of the cation diffusion facilitator family, localizes to the endoplasmic reticulum and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids"
"NUR1","YDL089W","","","","punctate,nuclear periphery","72.18","punctate,nuclear periphery","73.2202","punctate,nuclear periphery","22.444","punctate","34.1777","","","","","","","","","","","","","","","","","","","","","",""
"UBX3","YDL091C","","","","ER,punctate","77.6093","ER,punctate","102.042","punctate","21.4065","below threshold","31.7591","","","","","","","","","","","","","","","","","","","","","",""
"PMT5","YDL093W","below threshold","15.52","3.77969","ER","83.4207","ER,vacuole","132.136","ER","27.9087","below threshold","30.9123","cytosol","14.96","0.96","0","6.27","cytosol","15.01","0.96","0","3.61","cytosol","15.63","1","0","","below threshold","below threshold","15.0883","0.971562","0","2.55718","Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt3p, can instead interact with Pmt2p in some conditions; target for new antifungals"
"LDH1","YBR204C","","","","ER","84.0199","ER","124.908","below threshold","24.6317","#N/A","0","","","","","","","","","","","","","","","","","","","","","","Serine hydrolase; YBR204C is not an essential gene"
"ERV46","YAL042W","below threshold","15.66","3.67669","ER","116.067","ER","178.515","ER","65.7274","#N/A","","cytosol","13.99","0.89","0","5.03","cytosol","15.33","0.97","0","3.46","cytosol","15.74","1","0","","below threshold","below threshold","15.7445","1.00479","0","1.74412","Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport"
"FTH1","YBR207W","vacuole membrane","56.13","17.4009","ER","36.415","ER","11.3517","below threshold","18.7828","below threshold","25.8722","vacuole membrane","65.6","1.16","0","27.26","vacuole membrane","54.99","0.97","0","12.43","vacuole membrane","66.49","1.18","0","","vacuole membrane","vacuole membrane","48.9683","0.872253","0","8.25883","Putative high affinity iron transporter involved in transport of intravacuolar stores of iron; forms complex with Fet5p; expression is regulated by iron; proposed to play indirect role in endocytosis"
"ERV15","YBR210W","cytosol","18.64","4.55594","ER","43.2004","ER,vacuole","65.4405","below threshold","15.0013","below threshold","24.5632","cytosol","19.13","1.02","0","6.57","cytosol","15.14","0.81","0","2.5","cytosol","17.84","0.95","0","","cytosol","cytosol","15.8738","0.8513","0","2.18539","Protein involved in export of proteins from the endoplasmic reticulum, has similarity to Erv14p"
"YAL064W-B","YAL064W-B","below threshold","17.98","3.85591","ER","27.4747","below threshold","9.22886","below threshold","17.2015","below threshold","25.191","cytosol","16.94","0.94","0","5.89","cytosol","15.97","0.88","0","3.42","cytosol","16.31","0.9","0","","below threshold","below threshold","16.4977","0.917303","0","1.57837","Fungal-specific protein of unknown function"
"SEO1","YAL067C","below threshold","15.88","5.52089","cell periphery","69.8061","cell periphery,vacuole","122.761","below threshold","15.8982","below threshold","31.0676","cytosol","15.36","0.96","0","5.71","cytosol","15.43","0.97","0","3.84","cell periphery","78.91","4.96","0","","below threshold","below threshold","13.7648","0.86623","0","1.83848","Putative permease, member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide"
"PRM9","YAR031W","below threshold","14.22","3.95378","ER,punctate","44.032","ER,punctate","51.9214","below threshold","12.7302","below threshold","25.4748","cytosol","13.24","0.93","0","5.79","cytosol","14.98","1.05","0","3.22","cytosol","14.63","1.02","0","","below threshold","below threshold","15.5169","1.09062","0","1.97346","Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family"
"MST28","YAR033W","below threshold","13.89","3.98226","ER","79.9209","ER","131.838","below threshold","17.6342","ER,punctate","36.2688","cytosol","15.59","1.12","0","5.04","cytosol","13.14","0.94","0","2.73","cytosol","20.94","1.5","0","","below threshold","below threshold","13.7325","0.988122","0","1.89475","Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles"
"PMT1","YDL095W","ER","26.38","7.82077","ER","71.9001","cytosol,ER","79.7724","nucleus","38.8293","ER","39.95","ER","","","0","","ER","22.05","0.83","0","3.8","ER","21.16","0.8","0","","ER","ER","18.8476","0.714332","0","3.12485","Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; one of seven related proteins involved in O-glycosylation which is essential for cell wall rigidity"
"RTN1","YDR233C","ER","332.41","111.248","cell periphery,ER,punctate","208.14","cell periphery,ER,punctate","306.758","cell periphery,ER,punctate","98.3956","cell periphery,punctate","66.7372","ER","387.45","1.16","0","159.59","ER","294.82","0.88","0","61.71","ER","311.99","0.93","0","","ER","ER","307.915","0.926297","0","59.1295","ER membrane protein that interacts with Sey1p to maintain ER morphology; interacts with exocyst subunit Sec6p, with Yip3p, and with Sbh1p; null mutant has an altered ER morphology; member of the RTNLA (reticulon-like A) subfamily"
"MNN10","YDR245W","below threshold","14.07","4.42908","ER,punctate","69.3194","ER,punctate","52.4612","punctate","27.8175","punctate","35.2342","cytosol","14.64","1.04","0","4.71","cytosol","15.32","1.08","0","2.79","cytosol","17.55","1.24","0","","below threshold","below threshold","14.438","1.02558","0","1.87354","Subunit of a Golgi mannosyltransferase complex also containing Anp1p, Mnn9p, Mnn11p, and Hoc1p that mediates elongation of the polysaccharide mannan backbone; membrane protein of the mannosyltransferase family"
"UBP1","YDL122W","cytosol","59.69","16.2425","ER","81.9837","ER","84.05","ER","29.3484","below threshold","26.3416","cytosol","61.64","1.03","0","22.45","cytosol","65.92","1.1","0","9.24","cytosol","50.38","0.84","0","","cytosol","cytosol","64.1133","1.07397","0","8.63692","Ubiquitin-specific protease that removes ubiquitin from ubiquitinated proteins; cleaves at the C terminus of ubiquitin fusions irrespective of their size; capable of cleaving polyubiquitin chains"
"SRF1","YDL133W","","","","cell periphery,vacuole","35.5356","cell periphery,vacuole","43.1701","below threshold","19.6724","below threshold","30.375","","","","","","","","","","","","","","","","","","","","","",""
"ALG7","YBR243C","","","","ER","113.11","ER","167.173","ER","30.5543","ER","39.3646","","","","","","","","","","","","","","","","","","","","","",""
"SCT1","YBL011W","ER","34.97","9.49065","ER","78.3859","ER","90.1998","ambiguous,ER","20.9899","ER,punctate","36.4732","ER","25.64","0.73","0","9.43","ER","31.01","0.88","0","6.94","ER","27.93","0.79","0","","ER","ER","28.4494","0.813459","0","4.34773","Glycerol 3-phosphate/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase of the glycerolipid biosynthesis pathway, prefers 16-carbon fatty acids, similar to Gpt2p, gene is constitutively transcribed"
"RFT1","YBL020W","","","","ER,punctate","69.5628","ER,vacuole","121.229","punctate","28.1705","ER,punctate","33.116","","","","","","","","","","","","","","","","","","","","","",""
"TSC10","YBR265W","ER","25.73","6.90846","ER,punctate","75.7911","ER,punctate","99.3913","ambiguous,ER","25.9133","below threshold","27.2404","ER","23.51","0.91","0","7.06","ER","25.41","0.98","0","6.2","ER","27.73","1.07","0","","ER","ER","19.5294","0.758868","0","3.03605","3-ketosphinganine reductase, catalyzes the second step in phytosphingosine synthesis, essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine, member of short chain dehydrogenase/reductase protein family"
"UBX7","YBR273C","","","","ER,punctate","98.4314","ER,punctate","130.173","ER","30.0642","below threshold","25.3853","","","","","","","","","","","","","","","","","","","","","",""
"SSH1","YBR283C","ER","84.73","26.5532","ER","207.321","ER","243.876","ER","45.1144","ER","46.8449","ER","66.88","0.78","0","21.55","ER","104.56","1.23","0","18.18","ER","67.62","0.79","0","","ER","ER","96.155","1.13465","0","15.5034","Subunit of the Ssh1 translocon complex; Sec61p homolog involved in co-translational pathway of protein translocation; not essential"
"FUI1","YBL042C","cell periphery","55.68","14.7542","cell periphery,vacuole","43.7615","cell periphery,bud neck","51.5953","cell periphery","38.6034","below threshold","28.1393","cell periphery","46.46","0.83","0","16.82","punctate","","","0","","vacuole","","","","","nuclear periphery","cell periphery","46.1879","0.829371","0","8.99325","High affinity uridine permease, localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport"
"YBR287W","YBR287W","ER","28.82","10.503","ER","77.7118","ER","73.0656","ER","26.3466","below threshold","25.2832","ER","53.16","1.84","1","18.98","ER","23.14","0.8","0","7.14","ER","36.46","1.26","0","","ER","ER","21.0667","0.730748","0","5.34157","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene"
"PMP3","YDR276C","","","","cell periphery","250.077","missing","","cell periphery","249.375","cell periphery","45.0971","","","","","","","","","","","","","","","","","","","","","",""
"RGT2","YDL138W","below threshold","18.37","4.67154","cell periphery","31.0141","cell periphery,vacuole","38.4019","below threshold","15.5353","below threshold","28.4526","cytosol","15.56","0.84","0","5.04","cytosol","16.86","0.91","0","4.11","cytosol","16.82","0.91","0","","below threshold","below threshold","15.56","0.846767","0","2.4851","Plasma membrane high glucose sensor that regulates glucose transport; contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; highly similar to Snf3p"
"SRP101","YDR292C","","","","ER","98.6496","cytosol,ER","145.27","ER","42.7243","cytosol","40.874","","","","","","","","","","","","","","","","","","","","","",""
"SUR2","YDR297W","ER","69.86","23.4486","ER","60.9144","ER","42.8779","ER","35.4208","#N/A","","ER","54.73","0.78","0","29.88","ER","53.33","0.76","0","10.38","ER","41.04","0.58","-1","","ER","ER","59.5422","0.852221","0","12.8494","Sphinganine C4-hydroxylase, catalyses the conversion of sphinganine to phytosphingosine in sphingolipid biosyntheis"
"GPI11","YDR302W","ER","58.73","11.933","ER","73.4195","ER,vacuole","128.152","ER","29.7787","ER","33.6676","ER","64.22","1.09","0","25.65","ER","51.69","0.88","0","7.84","ER","","","","","ER","ER","59.6974","1.01634","0","8.26079","ER membrane protein involved in a late step of glycosylphosphatidylinositol (GPI) anchor assembly; involved in the addition of phosphoethanolamine to the multiply mannosylated GPI intermediate; human PIG-Fp is a functional homolog"
"PMT7","YDR307W","","","","ER","60.3832","ER","74.7854","ER","24.1759","below threshold","28.1342","","","","","","","","","","","","","","","","","","","","","","Putative protein of unknown function"
"SNF3","YDL194W","below threshold","13.69","3.92228","cell periphery","32.7424","cell periphery,vacuole","41.2798","below threshold","17.9449","below threshold","25.3209","cytosol","14.5","1.05","0","5.02","cytosol","16.07","1.17","0","2.51","cytosol","16.54","1.2","0","","below threshold","below threshold","14.2377","1.03899","0","1.64749","Plasma membrane low glucose sensor that regulates glucose transport; contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; also senses fructose and mannose; similar to Rgt2p"
"VBA2","YBR293W","below threshold","14.51","3.98491","ER","33.0214","ER","27.7172","below threshold","18.3533","below threshold","25.1524","cytosol","14.7","1.01","0","4.41","cytosol","16.34","1.12","0","3.56","cytosol","15.92","1.09","0","","below threshold","below threshold","17.2277","1.187","0","5.72044","Permease of basic amino acids in the vacuolar membrane"
"SUL1","YBR294W","below threshold","17.72","5.90288","ER","67.8723","vacuole","36.4976","mitochondria","18.0931","below threshold","27.0597","cytosol","14.57","0.82","0","4.69","cytosol","16.53","0.93","0","4.23","punctate","107.74","6.07","0","","below threshold","below threshold","15.7375","0.887644","0","1.92007","High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates"
"ALG3","YBL082C","cytosol","20.92","5.03299","ER","138.247","ER","223.747","ER","25.481","ER","45.6306","cytosol","20.17","0.96","0","7.96","cytosol","18.37","0.87","0","4.55","cytosol","17.15","0.81","0","","cytosol","cytosol","23.0658","1.10194","0","3.2827","Dolichol-P-Man dependent alpha(1-3) mannosyltransferase, involved in the synthesis of dolichol-linked oligosaccharide donor for N-linked glycosylation of proteins"
"PHO89","YBR296C","below threshold","15.04","","ER","39.1477","ER","15.0691","below threshold","17.3853","below threshold","25.1886","cytosol","14.51","0.96","0","","cytosol","16.26","1.08","0","","cytosol","22.37","1.48","0","","","","","","","","Na+/Pi cotransporter, active in early growth phase; similar to phosphate transporters of Neurospora crassa; transcription regulated by inorganic phosphate concentrations and Pho4p"
"MAL31","YBR298C","below threshold","15.18","3.86412","cell periphery,ER","104.001","cell periphery,vacuole","164.009","below threshold","19.1864","punctate,vacuole membrane","40.9768","cytosol","13.98","0.92","0","4.25","cytosol","15.51","1.02","0","3.04","cytosol","15.69","1.03","0","","below threshold","below threshold","14.9201","0.982203","0","1.33843","Maltose permease, high-affinity maltose transporter (alpha-glucoside transporter); encoded in the MAL3 complex locus; member of the 12 transmembrane domain superfamily of sugar transporters; functional in genomic reference strain S288C"
"YSP2","YDR326C","","","","cell periphery,punctate","39.8787","cell periphery,punctate","15.6098","cell periphery,punctate","25.1303","below threshold","26.3162","","","","","","","","","","","","","","","","","","","","","",""
"RTN2","YDL204W","ER","38.69","26.6163","cell periphery","129.769","cell periphery,punctate","173.285","below threshold","24.0913","cell periphery,punctate","58.6751","ER","45.32","1.17","0","41.19","ER","56.46","1.45","1","22.67","ER","110.52","2.85","1","","ER","ER","52.4329","1.35494","1","24.0562","Protein of unknown function; has similarity to mammalian reticulon proteins; member of the RTNLA (reticulon-like A) subfamily"
"HXT7","YDR342C","","","","cell periphery","139.35","cell periphery,vacuole","272.61","below threshold","14.4215","cell periphery,punctate","54.8769","","","","","","","","","","","","","","","","","","","","","",""
"HXT6","YDR343C","","","","cell periphery","90.311","cell periphery,vacuole","136.757","below threshold","14.7286","cell periphery,punctate","46.4862","","","","","","","","","","","","","","","","","","","","","",""
"HXT3","YDR345C","cell periphery","405.63","164.817","cell periphery","98.2453","cell periphery,vacuole","175.102","cell periphery","177.293","cell periphery,punctate","44.0142","cell periphery","277.47","0.68","0","151.93","cell periphery","323.68","0.79","0","103.94","vacuole","","","","","cytosol","cell periphery","347.935","0.857747","0","106.299","Low affinity glucose transporter of the major facilitator superfamily, expression is induced in low or high glucose conditions"
"SHR3","YDL212W","ER","71.06","24.9754","ER","215.43","ER","362.369","ER","52.7643","ER","49.4653","ER","81.55","1.14","0","23.61","ER","61.67","0.86","0","14.01","ER","72.27","1.01","0","","ER","ER","69.5441","0.978467","0","8.71456","Endoplasmic reticulum packaging chaperone, required for incorporation of amino acid permeases into COPII coated vesicles for transport to the cell surface"
"FMP45","YDL222C","Cell periphery","53.72","77.7451","cell periphery,punctate","119.575","cell periphery,punctate","206.59","cell periphery,punctate","49.5173","below threshold","35.6806","Cell periphery","75.45","1.4","1","158.55","Cell periphery","56.47","1.05","0","61.4","Cell periphery","241.92","4.5","1","","Cell periphery","Cell periphery","98.6582","1.83612","1","111.179","Integral membrane protein localized to mitochondria (untagged protein); required for sporulation and maintaining sphingolipid content; has sequence similarity to SUR7 and YNL194C"
"BRE4","YDL231C","below threshold","16.42","3.59649","cell periphery,ER","42.5081","cell periphery,vacuole","75.8322","below threshold","17.6918","below threshold","28.5942","punctate","16.14","0.98","0","5.27","cytosol","20.09","1.22","0","3.91","cytosol","17.99","1.09","0","","below threshold","below threshold","19.1765","1.16711","0","2.48226","Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport"
"OST4","YDL232W","ER","116.17","","ER,punctate","0","mitochondria","464.003","punctate","17.8117","below threshold","24.0077","ER","128.57","1.1","0","","ER","116.18","1","0","","ER","119.13","1.02","0","","","","","","","","Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes protein asparagine-linked glycosylation; type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex"
"RER2","YBR002C","below threshold","15.32","3.56586","ER,punctate","40.3899","ER,punctate","29.5539","ER,punctate","34.2283","below threshold","27.8574","cytosol","13.5","0.88","0","4.7","cytosol","14.34","0.93","0","2.65","cytosol","15.41","1","0","","below threshold","below threshold","15.2114","0.992046","0","1.9655","Cis-prenyltransferase involved in dolichol synthesis; participates in endoplasmic reticulum (ER) protein sorting"
"GPI18","YBR004C","","","","ER","75.9163","ER","74.6975","ER","22.608","punctate,nuclear periphery","31.3857","","","","","","","","","","","","","","","","","","","","","",""
"RCR1","YBR005W","cytosol","25.24","7.20638","ER","57.0344","vacuole","53.6547","below threshold","23.8911","below threshold","23.7636","cytosol","50.72","2","1","19.54","cytosol","19.42","0.76","0","4.52","cytosol","32.78","1.29","0","","cytosol","cytosol","26.7044","1.05774","0","6.41565","Protein of the ER membrane involved in cell wall chitin deposition; may function in the endosomal-vacuolar trafficking pathway, helping determine whether plasma membrane proteins are degraded or routed to the plasma membrane"
"AGP1","YCL025C","punctate","32.18","9.33076","ER","60.3589","cell periphery,vacuole","66.6869","ER","45.3078","below threshold","27.5517","punctate","16.08","0.49","-1","6.32","punctate","21.77","0.67","-1","4.9","punctate","22.79","0.7","-1","","punctate","punctate","22.7246","0.706052","0","2.8575","Low-affinity amino acid permease with broad substrate range, involved in uptake of asparagine, glutamine, and other amino acids; expression is regulated by the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)"
"FLR1","YBR008C","below threshold","16.26","4.76134","cell periphery","99.2392","cell periphery,vacuole","178.475","below threshold","16.2185","cell periphery,punctate","30.3718","cytosol","15.34","0.94","0","4.94","cytosol","23.25","1.42","0","12.83","cytosol","18.25","1.12","0","","below threshold","below threshold","14.6074","0.897996","0","1.76799","Plasma membrane multidrug transporter of the major facilitator superfamily, involved in efflux of fluconazole, diazaborine, benomyl, methotrexate, and other drugs; expression induced in cells treated with the mycotoxin patulin"
"FUS1","YCL027W","below threshold","15.92","4.56088","ER","32.2993","ER,vacuole","18.0364","below threshold","18.6312","below threshold","23.8932","cytosol","14.59","0.91","0","5.21","cytosol","15.96","1","0","2.88","cytosol","17.33","1.08","0","","below threshold","below threshold","14.8147","0.930247","0","1.44799","Membrane protein localized to the shmoo tip, required for cell fusion; expression regulated by mating pheromone; proposed to coordinate signaling, fusion, and polarization events required for fusion; potential Cdc28p substrate"
"FUR4","YBR021W","below threshold","15.5","4.23825","cell periphery,vacuole","37.0553","cell periphery,vacuole","45.3301","below threshold","26.7003","cell periphery,punctate","31.4276","cytosol","14.72","0.94","0","5.01","cytosol","16.89","1.08","0","4","cytosol","15.32","0.98","0","","below threshold","below threshold","","","0","","Uracil permease, localized to the plasma membrane; expression is tightly regulated by uracil levels and environmental cues"
"CHS3","YBR023C","below threshold","13.4","3.3511","ER","75.2008","ER","72.1523","punctate,bud neck","33.2269","ER","36.3717","cytosol","16.7","1.24","0","6.25","cytosol","16.58","1.23","0","3.15","cytosol","15.22","1.13","0","","below threshold","below threshold","13.4797","1.00549","0","1.67415","Chitin synthase III, catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin, the chitin ring during bud emergence, and spore wall chitosan"
"CDS1","YBR029C","","","","ER","100.581","ER","124.795","ER","50.9145","ER","43.4614","","","","","","","","","","","","","","","","","","","","","",""
"PBN1","YCL052C","","","","ER,punctate","60.1066","ER,punctate","98.6523","punctate","20.6105","below threshold","23.9859","","","","","","","","","","","","","","","","","","","","","",""
"CSG2","YBR036C","ER:vacuole","49.62","15.9485","ER","86.6206","ER,vacuole","172.098","ambiguous","32.8049","below threshold","28.9374","ER.vacuole","73.84","1.48","1","35.06","ER.vacuole","32.1","0.64","0","7.67","ER,vacuole","46.27","0.93","0","","ER:vacuole","ER:vacuole","41.8767","0.843749","0","11.2505","Endoplasmic reticulum membrane protein, required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations"
"HXT15","YDL245C","","","","cell periphery","150.726","cell periphery,vacuole","240.446","below threshold","18.8933","cell periphery,punctate","51.3347","","","","","","","","","","","","","","","","","","","","","",""
"MPH2","YDL247W","below threshold","16.82","4.76005","cell periphery,punctate","66.4262","cell periphery,vacuole","70.0612","below threshold","16.1554","below threshold","30.5137","cytosol","","","0","","cytosol","","","0","","cytosol","","","","","below threshold","below threshold","","","0","","Alpha-glucoside permease, transports maltose, maltotriose, alpha-methylglucoside, and turanose; identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication"
"ATO3","YDR384C","below threshold","16.45","4.00945","cell periphery,punctate","88.031","cell periphery,vacuole","173.37","cell periphery,punctate","66.1619","below threshold","29.2475","cytosol","18.24","1.1","0","6.11","cytosol","15.12","0.91","0","4.58","cytosol","14.58","0.88","0","","below threshold","below threshold","18.6623","1.13423","0","3.50853","Plasma membrane protein, regulation pattern suggests a possible role in export of ammonia from the cell; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family of putative transporters"
"SNQ2","YDR011W","below threshold","15.52","3.65925","cell periphery","68.8719","cell periphery,vacuole","125.757","below threshold","20.7066","cell periphery,punctate","36.621","cytosol","17.69","1.13","0","5.83","cytosol","15.2","0.97","0","3.38","cytosol","14.6","0.94","0","","below threshold","below threshold","14.5301","0.935749","0","1.84733","Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species"
"YDR018C","YDR018C","below threshold","17.34","","ER","44.4158","ER,vacuole","56.0971","below threshold","15.9254","below threshold","25.6364","cytosol","14.47","0.83","0","","cytosol","17.11","0.98","0","","cytosol","22.23","1.28","0","","","","","","","","Probable membrane protein with three predicted transmembrane domains; homologous to Ybr042cp, similar to C. elegans F55A11.5 and maize 1-acyl-glycerol-3-phosphate acyltransferase"
"PDR15","YDR406W","cytosol","20.86","","cell periphery","99.5919","cell periphery,vacuole","115.446","cell periphery","23.771","cell periphery,punctate","41.6763","cytosol","22.86","1.09","0","","cytosol","18.25","0.87","0","","cytosol","18.34","0.87","0","","","","","","","","Plasma membrane ATP binding cassette (ABC) transporter, multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p, Pdr3p and Pdr8p; promoter contains a PDR responsive element"
