Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"YIL046W-A","YIL046W-A","","","","below threshold","17.8048","below threshold","7.31227","below threshold","16.9049","below threshold","23.951","","","","","","","","","","","","","","","","","","","","","",""
"HUR1","YGL168W","below threshold","18.14","4.13571","below threshold","14.8225","below threshold","5.70653","below threshold","14.5726","#N/A","23.0544","cytosol","16","0.88","0","5.91","cytosol","18.45","1.01","0","4.97","cytosol","16.6","0.91","0","","below threshold","below threshold","14.7592","0.813126","0","2.0476","Protein of unknown function; reported null mutant phenotype of hydroxyurea sensitivity may be due to effects on overlapping PMR1 gene"
"PRM5","YIL117C","below threshold","14.33","4.28922","below threshold","15.5739","below threshold","5.0846","below threshold","14.067","#N/A","22.0743","cytosol","14.87","1.03","0","4.94","cytosol","13.29","0.92","0","2.97","cytosol","18.1","1.26","0","","below threshold","below threshold","14.1189","0.984305","0","1.73823","Pheromone-regulated protein, predicted to have 1 transmembrane segment; induced during cell integrity signaling"
"YIL134C-A","YIL134C-A","","","","below threshold","13.1227","below threshold","4.67926","below threshold","17.6497","#N/A","22.947","","","","","","","","","","","","","","","","","","","","","",""
"VMR1","YHL035C","below threshold","17.96","4.0463","below threshold","18.9025","below threshold","5.66521","below threshold","13.6143","#N/A","22.1813","cytosol","16.79","0.93","0","5.75","cytosol","16.47","0.91","0","3.01","cytosol","16.13","0.89","0","","below threshold","below threshold","15.5105","0.863444","0","1.65817","Protein of unknown function that may interact with ribosomes, based on co-purification experiments; member of the ATP-binding cassette (ABC) family; potential Cdc28p substrate; detected in purified mitochondria in high-throughput studies"
"YIR020C","YIR020C","below threshold","14.52","4.37166","below threshold","12.5217","below threshold","4.84229","below threshold","12.2002","#N/A","22.0567","cytosol","16.75","1.15","0","5.67","cytosol","16.36","1.12","0","2.82","cytosol","15.74","1.08","0","","below threshold","below threshold","14.2289","0.979139","0","1.70452","Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"ECM12","YHR021W-A","below threshold","18.31","3.62611","below threshold","15.3595","below threshold","6.49601","below threshold","17.964","#N/A","23.4838","cytosol","17.23","0.94","0","6.65","cytosol","16.02","0.87","0","3.03","cytosol","15.15","0.82","0","","below threshold","below threshold","16.4067","0.89554","0","2.28746","Non-essential protein of unknown function"
"ICS3","YJL077C","mitochondria","18.1","5.2175","below threshold","15.9315","below threshold","6.01972","below threshold","19.4579","#N/A","22.6405","mitochondria","21.71","1.19","0","6.07","mitochondria","16.76","0.92","0","3.9","mitochondria","21.46","1.18","0","","mitochondria","mitochondria","15.6415","0.863654","0","1.69698","Protein of unknown function"
"YKL183C-A","YKL183C-A","","","","below threshold","11.9141","below threshold","4.97994","punctate","21.5408","#N/A","24.4711","","","","","","","","","","","","","","","","","","","","","",""
"YLR154C-G","YLR154C-G","","","","below threshold","12.5546","below threshold","4.22957","below threshold","18.7874","#N/A","24.1636","","","","","","","","","","","","","","","","","","","","","",""
"AIM33","YML087C","below threshold","15.79","3.96529","below threshold","14.3225","below threshold","4.43014","below threshold","19.6626","#N/A","23.6117","cytosol","18.35","1.16","0","6.28","cytosol","15.33","0.97","0","2.93","cytosol","18.07","1.14","0","","below threshold","below threshold","17.6608","1.11788","0","3.36386","Putative protein of unknown function, highly conserved across species and orthologous to human CYB5R4; null mutant displays reduced frequency of mitochondrial genome loss"
"ERF2","YLR246W","below threshold","15.23","4.62026","below threshold","19.2433","cell periphery,vacuole","18.4668","below threshold","21.4925","below threshold","23.4766","cytosol","16.57","1.08","0","6.18","cytosol","15.04","0.98","0","2.72","cytosol","18.49","1.21","0","","below threshold","below threshold","15.1515","0.994657","0","1.76871","Subunit of a palmitoyltransferase, composed of Erf2p and Shr5p, that adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; mutants partially mislocalize Ras2p to the vacuole"
"YMR030W-A","YMR030W-A","","","","below threshold","11.8693","cytosol","7.33377","below threshold","16.8631","below threshold","24.4965","","","","","","","","","","","","","","","","","","","","","",""
"ECM38","YLR299W","","","","below threshold","15.6172","below threshold","5.71102","below threshold","18.703","#N/A","22.1417","","","","","","","","","","","","","","","","","","","","","",""
"NFT1","YKR103W","below threshold","20.31","","below threshold","12.741","below threshold","5.37465","below threshold","17.4301","#N/A","23.6217","cytosol","22.38","1.1","0","","cytosol","19.92","0.98","0","","cytosol","17.1","0.84","0","","","","","","","","Putative transporter of the multidrug resistance-associated protein (MRP) subfamily; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds."
"SPO75","YLL005C","below threshold","16.39","4.01743","below threshold","17.6611","below threshold","6.93828","below threshold","17.6506","#N/A","23.1377","cytosol","","","0","","cytosol","","","0","","cytosol","","","","","below threshold","below threshold","","","0","","Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis"
"YLL006W-A","YLL006W-A","","","","below threshold","14.6045","below threshold","5.17719","below threshold","17.1633","#N/A","23.4053","","","","","","","","","","","","","","","","","","","","","",""
"KAR5","YMR065W","below threshold","14.73","4.25018","below threshold","14.5523","below threshold","5.21892","below threshold","15.73","#N/A","24.4192","cytosol","15.12","1.02","0","4.05","cytosol","14.6","0.99","0","2.27","cytosol","17.14","1.16","0","","below threshold","below threshold","15.628","1.0603","0","2.15218","Protein required for nuclear membrane fusion during karyogamy, localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen, may form a complex with Jem1p and Kar2p; expression of the gene is regulated by pheromone"
"YLR342W-A","YLR342W-A","","","","below threshold","9.68832","below threshold","5.25682","below threshold","19.7988","#N/A","22.5782","","","","","","","","","","","","","","","","","","","","","",""
"MTG1","YMR097C","","","","below threshold","31.4034","missing","","below threshold","16.4602","below threshold","27.674","","","","","","","","","","","","","","","","","","","","","",""
"ATG10","YLL042C","below threshold","16.51","3.76044","below threshold","16.4543","cytosol","11.1756","below threshold","20.4699","below threshold","25.2044","cytosol","","","0","","cytosol","","","0","","cytosol","","","","","below threshold","below threshold","","","0","","Conserved E2-like conjugating enzyme that mediates formation of the Atg12p-Atg5p conjugate, which is a critical step in autophagy"
"AIM26","YKL037W","below threshold","15.39","3.90933","below threshold","12.1047","below threshold","4.7894","below threshold","18.8044","#N/A","24.0645","cytosol","16.8","1.09","0","5.42","cytosol","16.77","1.08","0","3.5","cytosol","15.33","0.99","0","","below threshold","below threshold","14.8399","0.963313","0","1.64448","Putative protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss; null mutation confers sensitivity to tunicamycin and DTT"
"CLN3","YAL040C","below threshold","16.28","3.50647","below threshold","0","below threshold","4.6097","below threshold","21.2146","#N/A","26.0945","cytosol","16.61","1.01","0","5.88","cytosol","19.95","1.22","0","3.55","cytosol","14.73","0.9","0","","below threshold","below threshold","18.2512","1.12042","0","3.64961","G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote the G1 to S phase transition; plays a role in regulating transcription of the other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis"
"YKL096C-B","YKL096C-B","","","","below threshold","12.8006","below threshold","5.26726","below threshold","20.0356","#N/A","23.003","","","","","","","","","","","","","","","","","","","","","",""
"YMR187C","YMR187C","below threshold","16.47","4.26166","below threshold","20.4398","below threshold","6.05797","below threshold","18.6369","#N/A","22.8403","cytosol","15.31","0.92","0","6.37","cytosol","16.71","1.01","0","3.24","cytosol","12.61","0.76","0","","below threshold","below threshold","18.5554","1.12615","0","2.40845","Putative protein of unknown function; YMR187C is not an essential gene"
"EMP46","YLR080W","","","","below threshold","24.8566","below threshold","6.80367","below threshold","18.0108","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"YPL119C-A","YPL119C-A","","","","below threshold","13.7065","below threshold","4.38453","below threshold","19.8725","#N/A","24.0727","","","","","","","","","","","","","","","","","","","","","",""
"YOR161C-C","YOR161C-C","","","","below threshold","19.6731","below threshold","4.91799","below threshold","19.7008","#N/A","23.1217","","","","","","","","","","","","","","","","","","","","","",""
"FYV12","YOR183W","below threshold","16.27","4.36202","below threshold","21.038","cytosol","5.25169","below threshold","18.9089","#N/A","24.2458","cytosol","16.35","1","0","5.86","cytosol","16.74","1.02","0","3.94","cytosol","15.77","0.96","0","","below threshold","below threshold","15.9395","0.979219","0","1.52899","Protein of unknown function, required for survival upon exposure to K1 killer toxin"
"YOR186W","YOR186W","below threshold","19.92","4.41232","below threshold","35.2019","vacuole","11.9259","below threshold","18.8885","below threshold","23.6953","cytosol","17.86","0.89","0","6.18","cytosol","16.87","0.84","0","2.75","cytosol","17.65","0.88","0","","below threshold","below threshold","16.9626","0.851395","0","2.16646","Putative protein of unknown function; proper regulation of expression during heat stress is sphingolipid-dependent"
"GSP1","YLR293C","","","","below threshold","15.1952","missing","","missing","","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"YNL143C","YNL143C","","","","below threshold","17.1658","below threshold","5.20392","mitochondria","18.7967","#N/A","23.0842","","","","","","","","","","","","","","","","","","","","","",""
"YNL144C","YNL144C","below threshold","16.1","3.50284","below threshold","19.4548","below threshold","4.55782","below threshold","19.0662","#N/A","25.5748","cytosol","17.23","1.07","0","5.7","cytosol","20.3","1.26","0","3.68","cytosol","14.97","0.93","0","","below threshold","below threshold","17.8718","1.1098","0","2.37722","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YNL144C is not an essential gene"
"YOL163W","YOL163W","below threshold","15.9","3.44148","below threshold","18.0479","below threshold","5.57682","below threshold","16.8328","#N/A","0","cytosol","","","0","","cytosol","","","0","","cytosol","","","","","below threshold","below threshold","","","0","","Putative protein of unknown function; member of the Dal5p subfamily of the major facilitator family"
"YOL164W-A","YOL164W-A","","","","below threshold","14.7791","below threshold","5.40664","below threshold","16.8844","#N/A","22.884","","","","","","","","","","","","","","","","","","","","","",""
"DFG16","YOR030W","below threshold","17.13","3.35699","below threshold","21.6042","below threshold","6.21924","below threshold","18.6141","#N/A","22.2196","cytosol","19.49","1.13","0","5.79","cytosol","18.06","1.05","0","3.74","cytosol","17.75","1.03","0","","below threshold","below threshold","19.4983","1.13744","0","3.16013","Probable multiple transmembrane protein, involved in diploid invasive and pseudohyphal growth upon nitrogen starvation; required for accumulation of processed Rim101p"
"YGL262W","YGL262W","below threshold","17.78","","below threshold","18.2444","below threshold","4.68818","below threshold","21.3505","#N/A","23.0489","cytosol","15.12","0.85","0","","cytosol","16.07","0.9","0","","cytosol","15.56","0.87","0","","","","","","","","Putative protein of unknown function; null mutant displays elevated sensitivity to expression of a mutant huntingtin fragment or of alpha-synuclein; YGL262W is not an essential gene"
"GAT1","YFL021W","below threshold","15.73","3.93862","below threshold","13.2762","below threshold","4.13765","mitochondria","19.7457","#N/A","23.1166","cytosol","18.83","1.19","0","5.02","cytosol","17.37","1.1","0","3.66","cytosol","14.83","0.94","0","","below threshold","below threshold","17.8469","1.13388","0","4.7401","Transcriptional activator of genes involved in nitrogen catabolite repression; contains a GATA-1-type zinc finger DNA-binding motif; activity and localization regulated by nitrogen limitation and Ure2p"
"HLR1","YDR528W","cytosol","22.55","6.36533","below threshold","19.0806","below threshold","6.10729","below threshold","16.9784","#N/A","25.5154","cytosol","25.97","1.15","0","9.18","cytosol","19.92","0.88","0","3.46","cytosol","15","0.66","0","","cytosol","cytosol","22.2447","0.986012","0","4.92124","Protein involved in regulation of cell wall composition and integrity and response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; similar to Lre1p, which functions antagonistically to protein kinase A"
"YIL105W-A","YIL105W-A","","","","below threshold","11.0129","below threshold","4.45019","nucleolus","19.3032","#N/A","22.4308","","","","","","","","","","","","","","","","","","","","","",""
"YHR050W-A","YHR050W-A","","","","below threshold","16.6531","below threshold","5.77342","mitochondria","21.4824","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"YMR230W-A","YMR230W-A","","","","below threshold","14.9564","below threshold","5.81771","below threshold","14.904","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"YKL106C-A","YKL106C-A","below threshold","14.07","3.69726","below threshold","12.3336","below threshold","4.82153","below threshold","16.5184","#N/A","","cytosol","16.85","1.19","0","5.65","cytosol","15.34","1.09","0","2.79","cytosol","16.48","1.17","0","","below threshold","below threshold","14.9751","1.06368","0","2.26868","Putative protein of unknown function; identified by homology to uncharacterized proteins in other fungi"
"AUA1","YFL010W-A","below threshold","15.09","4.04033","below threshold","16.8579","below threshold","5.58247","below threshold","20.8158","#N/A","0","cytosol","17.83","1.18","0","5.8","cytosol","16","1.05","0","3.38","cytosol","15.04","0.99","0","","below threshold","below threshold","13.6582","0.90455","0","1.51634","Protein required for the negative regulation by ammonia of Gap1p, which is a general amino acid permease"
"YCL001W-A","YCL001W-A","below threshold","16.33","","below threshold","14.7638","below threshold","4.48998","below threshold","21.2653","#N/A","23.3136","cytosol","18.15","1.11","0","","cytosol","15.76","0.96","0","","cytosol","15.79","0.96","0","","","","","","","","Putative protein of unknown function; YCL001W-A is not an essential gene"
"TAR1","YLR154W-C","","","","below threshold","14.1502","below threshold","5.58924","below threshold","17.6772","#N/A","22.6939","","","","","","","","","","","","","","","","","","","","","",""
"YBR196C-B","YBR196C-B","","","","below threshold","14.2621","missing","","cytosol","17.6764","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"YOR108C-A","YOR108C-A","","","","below threshold","13.0705","below threshold","4.20066","below threshold","18.4146","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"YOL013W-A","YOL013W-A","","","","below threshold","14.9953","below threshold","6.58263","below threshold","16.0623","#N/A","23.1939","","","","","","","","","","","","","","","","","","","","","",""
"BUD5","YCR038C","below threshold","16.39","4.09705","below threshold","13.3919","below threshold","5.77686","missing","","#N/A","21.4178","cytosol","15","0.91","0","7.09","cytosol","19.93","1.21","0","3.9","cytosol","17.35","1.05","0","","below threshold","below threshold","17.7838","1.08479","0","2.94553","GTP/GDP exchange factor for Rsr1p (Bud1p) required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"
"AAD15","YOL165C","below threshold","16.36","4.41174","below threshold","19.0048","below threshold","4.85262","below threshold","17.8552","#N/A","23.0229","cytosol","16.54","1.01","0","6.48","cytosol","15.75","0.96","0","3.32","cytosol","14.84","0.9","0","","below threshold","below threshold","16.1414","0.986155","0","1.89171","Putative aryl-alcohol dehydrogenase with similarity to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role"
"RPL14A","YKL006W","below threshold","16.46","4.38839","below threshold","15.8597","below threshold","5.03265","punctate","18.9228","#N/A","22.5208","cytosol","18.02","1.09","0","8.89","cytosol","17.89","1.08","0","4.18","cytosol","14.91","0.9","0","","below threshold","below threshold","19.3346","1.17397","0","4.42996","N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl14Bp and has similarity to rat L14 ribosomal protein; rpl14a csh5 double null mutant exhibits synthetic slow growth"
"YDR194W-A","YDR194W-A","","","","below threshold","15.2368","vacuole","8.93151","below threshold","18.3276","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"YJL136W-A","YJL136W-A","","","","below threshold","17.5674","below threshold","5.5009","below threshold","18.483","#N/A","23.9627","","","","","","","","","","","","","","","","","","","","","",""
"YNL140C","YNL140C","below threshold","17.93","3.936","below threshold","25.9646","below threshold","4.81741","missing","","#N/A","24.3657","cytosol","16.14","0.89","0","6.9","cytosol","17.36","0.96","0","3.25","cytosol","15.23","0.84","0","","below threshold","below threshold","17.1889","0.95782","0","2.48514","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene THO2/YNL139C"
"YOR376W-A","YOR376W-A","","","","below threshold","19.5113","below threshold","5.86485","punctate","19.1612","#N/A","23.3501","","","","","","","","","","","","","","","","","","","","","",""
"PCL9","YDL179W","cytosol","19.08","","below threshold","21.567","below threshold","5.7053","below threshold","13.4066","#N/A","21.9488","cytosol","17.48","0.91","0","","cytosol","18.24","0.95","0","","cytosol","13.22","0.69","0","","","","","","","","Cyclin, forms a functional kinase complex with Pho85p cyclin-dependent kinase (Cdk), expressed in late M/early G1 phase, activated by Swi5p"
"STP1","YDR463W","","","","below threshold","18.305","below threshold","6.01314","below threshold","20.2793","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"TRP1","YDR007W","cytosol","31.71","9.10612","below threshold","15.8551","below threshold","6.31222","below threshold","17.4984","#N/A","0","cytosol","32.1","1.01","0","11.79","cytosol","25.71","0.81","0","5.75","cytosol","34.43","1.08","0","","cytosol","cytosol","34.1494","1.07659","0","6.36056","Phosphoribosylanthranilate isomerase that catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA)"
"YER186C","YER186C","below threshold","15.5","","below threshold","12.4666","nucleus","95.9879","below threshold","19.3838","cytosol","37.258","cytosol","15.08","0.97","0","","cytosol","15.99","1.03","0","","cytosol","18.76","1.21","0","","","","","","","","Putative protein of unknown function"
"YNL277W-A","YNL277W-A","","","","below threshold","21.3053","below threshold","10.6658","below threshold","19.2863","below threshold","22.002","","","","","","","","","","","","","","","","","","","","","",""
"YBR200W-A","YBR200W-A","","","","below threshold","24.7224","below threshold","5.034","below threshold","18.7626","#N/A","23.7166","","","","","","","","","","","","","","","","","","","","","",""
"YOR161W-B","YOR161W-B","","","","below threshold","18.9429","below threshold","4.55157","below threshold","17.7231","#N/A","23.0701","","","","","","","","","","","","","","","","","","","","","",""
"YJR120W","YJR120W","below threshold","19.23","4.31741","below threshold","20.9648","ambiguous","4.64875","below threshold","19","#N/A","22.3183","cytosol","15.52","0.8","0","6.4","cytosol","18.86","0.98","0","3.06","cytosol","17.23","0.89","0","","below threshold","below threshold","15.8946","0.826331","0","1.71326","Protein of unknown function; essential for growth under anaerobic conditions; mutation causes decreased expression of ATP2, impaired respiration, defective sterol uptake, and altered levels/localization of ABC transporters Aus1p and Pdr11p"
"YJR146W","YJR146W","below threshold","18.54","4.7184","below threshold","16.3939","below threshold","5.15389","below threshold","17.923","#N/A","22.3359","cytosol","15.63","0.84","0","5.22","cytosol","16.79","0.9","0","4.14","cytosol","17.08","0.92","0","","below threshold","below threshold","15.4548","0.833071","0","2.22338","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene HMS2"
"YML054C-A","YML054C-A","","","","below threshold","16.1393","below threshold","4.73169","below threshold","19.1511","#N/A","21.2661","","","","","","","","","","","","","","","","","","","","","",""
"YOR231C-A","YOR231C-A","","","","below threshold","15.527","below threshold","4.56507","below threshold","18.881","#N/A","22.1744","","","","","","","","","","","","","","","","","","","","","",""
"COX14","YML129C","","","","below threshold","29.66","missing","","below threshold","17.4961","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"TPK1","YJL164C","nucleus:cytosol","33.6","10.7808","below threshold","12.7928","missing","","below threshold","20.7153","#N/A","0","nucleus.cytosol","38.03","1.13","0","12.25","nucleus.cytosol","43.07","1.28","0","8","nucleus,cytosol","92.23","2.74","1","","nucleus:cytosol","nucleus:cytosol","32.8156","0.976521","0","5.4359","cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; partially redundant with Tpk2p and Tpk3p"
"SEN34","YAR008W","mitochondria","23.54","6.76102","below threshold","20.5383","cytosol","3.95865","below threshold","18.9801","#N/A","0","mitochondria","26.96","1.14","0","13.85","mitochondria","22.08","0.93","0","5.09","mitochondria","31.02","1.31","0","","mitochondria","mitochondria","21.2593","0.902685","0","3.45123","Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease"
"DGR1","YNL130C-A","","","","below threshold","18.4482","below threshold","4.65148","below threshold","19.6997","#N/A","24.5204","","","","","","","","","","","","","","","","","","","","","",""
