Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"SEC10","YLR166C","bud neck","","11.1205","cytosol,bud","71.7945","bud neck","46.1236","punctate,bud neck","28.8989","bud neck","30.4662","bud neck","31.68","1.03","0","8.46","cytosol","","","0","","punctate","","","","","bud neck","bud neck","27.1426","0.888572","0","6.71514","Essential 100kDa subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which has the essential function of mediating polarized targeting of secretory vesicles to active sites of exocytosis"
"PEX30","YLR324W","below threshold","14.81","","cell periphery,ER,bud","83.2131","ER,punctate,bud","162.938","ER,bud","93.7264","cell periphery,punctate","50.6678","cytosol","17.86","1.2","0","","cytosol","17.09","1.15","0","","cytosol","17.1","1.15","0","","","","","","","","Peroxisomal integral membrane protein, involved in negative regulation of peroxisome number; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p"
"FKS1","YLR342W","below threshold","15.4","3.55868","cell periphery,punctate,bud","155.114","cell periphery,vacuole,bud","151.291","cell periphery,bud neck","119.46","bud","40.3617","cytosol","15.93","1.03","0","5.7","cytosol","15.34","0.99","0","3.66","cytosol","16.13","1.04","0","","below threshold","below threshold","15.4129","1.00071","0","2.37404","Catalytic subunit of 1,3-beta-D-glucan synthase, functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling"
"GYL1","YMR192W","bud neck","","7.65959","cytosol,bud","58.8094","cytosol,bud","71.911","punctate,bud","22.1727","cytosol,bud","48.7577","bud neck","","","0","","bud neck","","","0","","cytosol","31.97","0.99","0","","bud neck","bud neck","28.6389","0.893928","0","4.81733","Putative GTPase activating protein (GAP) that may have a role in polarized exocytosis; stimulates Gyp5p GAP activity on Ypt1p, colocalizes with Gyp5p at sites of polarized growth; interacts with Gyp5p, Rvs161p, and Rvs167p"
"SHE2","YKL130C","cytosol","36.13","9.72154","cytosol,bud","143.135","cytosol","267.126","bud","50.4151","cytosol","59.6153","cytosol","29.65","0.82","0","10.06","cytosol","31.04","0.85","0","6","cytosol","17.42","0.48","0","","cytosol","cytosol","30.5463","0.845279","0","4.41149","RNA-binding protein that binds specific mRNAs and interacts with She3p; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud"
"CMR2","YOR093C","below threshold","19.25","5.13441","cytosol,bud","30.7161","cytosol,bud neck","20.4773","below threshold","16.8468","below threshold","26.0336","cytosol","18.51","0.96","0","5.23","cytosol","22.23","1.15","0","3.41","cytosol","18.5","0.96","0","","below threshold","below threshold","21.2343","1.10241","0","2.24746","Putative protein of unknown function; deletion causes sensitivity to unfolded protein response-inducing agents"
"ARK1","YNL020C","punctate","22.26","5.82314","punctate,bud","58.7628","punctate,bud neck","58.1393","punctate,bud neck","28.2716","punctate","42.4758","punctate","29.73","1.33","1","9.52","punctate","26.1","1.17","0","3.78","punctate","25.96","1.16","0","","punctate","punctate","22.3459","1.00336","0","3.83809","Serine/threonine protein kinase involved in regulation of the cortical actin cytoskeleton; involved in control of endocytosis"
"GYP5","YPL249C","bud neck","","7.38488","cytosol,bud","126.123","cytosol","124.546","punctate,bud neck","21.3793","below threshold","63.3991","bud neck","22.74","0.98","0","12","bud neck","24.26","1.04","0","4.5","bud neck","21.63","0.93","0","","bud neck","bud neck","23.2872","1.00575","0","3.51871","GTPase-activating protein (GAP) for yeast Rab family members, involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p"
"YOP1","YPR028W","punctate:ER","131.35","41.8165","cell periphery,ER,bud","163.148","cell periphery,ER,bud","379.639","cell periphery,ER,punctate","75.4678","#N/A","0","punctate.ER","167.86","1.27","0","85.6","punctate.ER","149.24","1.13","0","31.14","punctate,ER","263.21","2","1","","punctate:ER","punctate:ER","119.638","0.910776","0","24.3387","Membrane protein that interacts with Yip1p to mediate membrane traffic; interacts with Sey1p to maintain ER morphology; overexpression leads to cell death and accumulation of internal cell membranes"
"SNC2","YOR327C","","","","cell periphery,punctate,bud","174.884","cell periphery,vacuole","274.936","cell periphery,punctate,bud","65.2216","punctate,bud","54.3177","","","","","","","","","","","","","","","","","","","","","",""
"CHS1","YNL192W","below threshold","19.68","6.34203","punctate,bud","49.0123","cell periphery,vacuole","58.668","punctate,bud","35.1289","punctate","33.3331","cytosol","28.51","1.44","0","9.06","cytosol","19.89","1.01","0","3.37","cytosol","25.18","1.27","0","","below threshold","below threshold","16.3673","0.831373","0","2.08665","Chitin synthase I, requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor"
"SCD5","YOR329C","cytosol","23.33","6.44605","cytosol,punctate,bud","62.8702","punctate,bud","59.3518","below threshold","22.2777","#N/A","0","cytosol","21.53","0.92","0","6.92","cytosol","22.19","0.95","0","4.45","cytosol","24.28","1.04","0","","cytosol","cytosol","17.2415","0.738782","0","2.10331","Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency"
"SVL3","YPL032C","below threshold","16.85","3.81484","cell periphery,bud","110.358","cell periphery,bud","113.987","bud","23.6328","cell periphery,bud","48.481","cytosol","14.6","0.86","0","4.94","cytosol","17.13","1.01","0","3.9","cytosol","15.75","0.93","0","","below threshold","below threshold","18.6802","1.10785","0","2.85031","Protein of unknown function, mutant phenotype suggests a potential role in vacuolar function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck"
"YPT11","YNL304W","cytosol","18.26","5.25962","ER,bud","56.6586","ER,bud","54.1821","below threshold","20.8211","bud neck","31.9056","cytosol","15.13","0.82","0","4.47","cytosol","16.86","0.92","0","3.92","cytosol","23.13","1.26","0","","cytosol","cytosol","16.7142","0.914858","0","2.54903","Rab-type small GTPase that interacts with the C-terminal tail domain of Myo2p; mediates distribution of mitochondria and endoplasmic reticuli to daughter cells"
"RHO1","YPR165W","","","","cell periphery,ER,bud","333.419","cell periphery,ER,bud","490.351","missing","0","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"DOS2","YDR068W","cytosol","35.53","8.23102","cytosol,bud","71.9356","punctate,bud","117.522","cytosol","29.3127","cytosol,bud","57.0674","cytosol","38.15","1.07","0","10.27","cytosol","43.86","1.23","0","6.56","cytosol","53.22","1.49","1","","cytosol","cytosol","36.6681","1.03188","0","5.17442","Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"ECM25","YJL201W","","","","cytosol,punctate,bud","47.5661","punctate,bud neck","54.413","below threshold","25.6333","cytosol","36.8978","","","","","","","","","","","","","","","","","","","","","",""
"PKH3","YDR466W","","","","cytosol,bud","50.1889","bud","56.182","below threshold","21.0651","cytosol","33.4723","","","","","","","","","","","","","","","","","","","","","",""
"RGD2","YFL047W","cytosol, bud neck","","7.60542","cytosol,punctate,bud","79.381","punctate,bud","82.9445","bud neck","25.7085","cytosol","37.4513","cytosol, bud neck","22.04","0.65","-1","9.58","cytosol, bud neck","34.52","1.03","0","5.78","punctate","","","","","cytosol, bud neck","cytosol, bud neck","36.6018","1.09325","0","4.3488","GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p"
"ARC40","YBR234C","below threshold","17.25","4.11691","cytosol,punctate,bud","288.084","punctate,bud neck","419.673","punctate,bud neck","67.0262","cytosol,punctate,bud neck","76.8705","cytosol","15.05","0.87","0","4.46","cytosol","18.91","1.09","0","4","cytosol","23.89","1.38","0","","below threshold","below threshold","17.7744","1.02994","0","3.11516","Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches"
"BEM3","YPL115C","below threshold","15.25","3.53065","bud","63.7283","punctate,bud neck","85.8451","below threshold","22.5437","below threshold","27.0187","cytosol","","","0","","cytosol","18.89","1.23","0","4.55","cytosol","16.92","1.1","0","","below threshold","below threshold","15.7971","1.03539","0","2.04914","Rho GTPase activating protein (RhoGAP) involved in control of the cytoskeleton organization; targets the essential Rho-GTPase Cdc42p, which controls establishment and maintenance of cell polarity, including bud-site assembly"
"SHE3","YBR130C","bud neck","37.4","12.2302","cytosol,bud","70.0959","bud","64.1517","bud","37.1255","cytosol","39.617","bud neck","37.6","1","0","17.86","cytosol","44.5","1.18","0","9.38","punctate","","","","","cytosol","cytosol","50.16","1.34094","0","13.0759","Protein that acts as an adaptor between Myo4p and the She2p-mRNA complex; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud; also required for cortical ER inheritance"
"TAO3","YIL129C","cytosol","20.7","5.12118","cytosol,bud","67.1816","cytosol","38.4893","cytosol","30.7091","cytosol","47.2513","cytosol","21.35","1.03","0","7.55","cytosol","22.87","1.1","0","3.71","cytosol","22.52","1.08","0","","cytosol","cytosol","24.3543","1.17586","0","3.19585","Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p"
"TDA11","YHR159W","below threshold","15.69","3.761","bud","49.5416","bud neck","59.8857","punctate","20.1452","#N/A","0","cytosol","19.41","1.23","0","6.12","cytosol","17.13","1.09","0","2.78","cytosol","14.23","0.9","0","","below threshold","below threshold","17.2864","1.10114","0","2.19638","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; potential Cdc28p substrate"
"CAF120","YNL278W","cytosol:bud neck","","7.2997","bud","46.7222","bud","33.5053","bud neck","20.3066","bud","36.5065","cytosol.bud neck","38.01","1.29","0","19.45","cytosol.bud neck","34.78","1.18","0","6.37","cytosol","33.53","1.14","0","","cytosol:bud neck","cytosol:bud neck","28.8289","0.980794","0","4.1046","Part of the evolutionarily-conserved CCR4-NOT transcriptional regulatory complex involved in controlling mRNA initiation, elongation, and degradation"
"STE20","YHL007C","cytosol:bud neck","","14.772","cytosol,bud","63.4991","bud","71.2774","ambiguous,bud neck","25.155","cytosol","46.6627","cytosol.bud neck","54.99","1.11","0","19.06","cytosol.bud neck","52.53","1.06","0","10.44","cytosol,bud neck","39.69","0.8","0","","cytosol:bud neck","cytosol:bud neck","51.9661","1.05206","0","6.39705","Cdc42p-activated signal transducing kinase of the PAK (p21-activated kinase) family, involved in pheromone response, pseudohyphal/invasive growth, and vacuole inheritance; GBB motif (found in noncatalytic domains of PAKs) binds Ste4p"
"RGD1","YBR260C","bud neck","","8.50497","punctate,bud","84.9006","punctate,bud neck","104.629","bud neck","33.5652","#N/A","","bud neck","35.06","1.04","0","12.9","bud neck","41.33","1.23","0","7.01","punctate","","","","","bud neck","bud neck","36.0656","1.07987","0","4.95505","GTPase-activating protein (RhoGAP) for Rho3p and Rho4p, possibly involved in control of actin cytoskeleton organization"
"ARC18","YLR370C","punctate","127.28","44.3096","punctate,bud","186.489","punctate,bud neck","70.814","below threshold","85.4375","#N/A","0","punctate","125.71","0.98","0","52.67","punctate","91.37","0.71","0","20.57","punctate","163.97","1.28","0","","punctate","punctate","","","0","","Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches"
"BEM1","YBR200W","bud neck","","8.65926","cytosol,bud","98.4401","bud","120.378","bud neck","28.6204","cytosol,bud","49.3763","bud neck","35.97","1.1","0","12.19","bud neck","34.91","1.07","0","7.9","cytosol","31.84","0.97","0","","bud neck","bud neck","36.1376","1.10919","0","7.48448","Protein containing SH3-domains, involved in establishing cell polarity and morphogenesis; functions as a scaffold protein for complexes that include Cdc24p, Ste5p, Ste20p, and Rsr1p"
"BBC1","YJL020C","below threshold","18.71","4.91993","punctate,bud","132.922","bud neck","148.022","punctate,bud neck","36.6968","cytosol,bud","65.2224","cytosol","16.86","0.9","0","7.74","cytosol","19.66","1.05","0","4.17","cytosol","16.8","0.89","0","","below threshold","below threshold","18.1512","0.970005","0","4.40473","Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches"
"YIL108W","YIL108W","punctate:cytosol","26.69","7.56369","punctate,bud","105.51","punctate","137.186","punctate","41.6893","cytosol","43.0878","punctate changed","","","0","","punctate.cytosol","31.57","1.18","0","7.85","punctate,cytosol","29.63","1.1","0","","punctate:cytosol","punctate:cytosol","26.4768","0.991635","0","3.70626","Putative metalloprotease"
"YJR023C","YJR023C","","","","punctate,bud","28.2945","vacuole","25.2943","below threshold","18.1149","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"LTE1","YAL024C","bud","22.07","5.95407","bud","34.5957","below threshold","32.6133","punctate","18.2065","bud","32.0157","bud","","","0","","bud.cytosol","","","0","","cytosol","","","","","bud","bud","","","0","","Protein similar to GDP/GTP exchange factors but without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures"
"SPH1","YLR313C","","","","bud","29.6536","below threshold","5.67384","below threshold","19.8363","#N/A","21.9638","","","","","","","","","","","","","","","","","","","","","",""
"AIM21","YIR003W","","","","cytosol,punctate,bud","85.0191","punctate,bud neck","106.434","punctate,bud neck","37.222","cytosol","57.1815","","","","","","","","","","","","","","","","","","","","","",""
"TPM1","YNL079C","below threshold","15.02","4.35864","cytosol,bud","340.122","cytosol","589.639","punctate,bud","173.667","cytosol","78.8178","cytosol","","","0","","cytosol","","","0","","cytosol","","","","","below threshold","below threshold","","","0","","Major isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; acetylated by the NatB complex and acetylated form binds actin most efficiently"
"YER085C","YER085C","below threshold","16.61","","punctate,bud","16.5308","below threshold","5.43096","below threshold","19.0492","#N/A","20.9556","cytosol","15.74","0.94","0","","cytosol","16.77","1","0","","cytosol","15.27","0.91","0","","","","","","","","Putative protein of unknown function"
"KEL1","YHR158C","","","","bud","99.9723","bud","68.9672","bud","27.7976","cytosol,bud","50.4063","","","","","","","","","","","","","","","","","","","","","",""
"BUD14","YAR014C","","","","bud","58.6009","cytosol","61.6252","bud","34.2326","cytosol,bud","44.86","","","","","","","","","","","","","","","","","","","","","",""
"DSE3","YOR264W","bud neck","","5.25429","cytosol,bud","39.1996","below threshold","7.53424","bud neck","27.3089","below threshold","24.4856","bud neck","16.76","0.9","0","6.9","bud neck","18.44","0.99","0","4.34","cytosol","14.27","0.77","0","","bud neck","bud neck","19.4922","1.05143","0","4.40829","Daughter cell-specific protein, may help establish daughter fate"
"RPS18B","YML026C","below threshold","17.72","4.93656","cytosol,bud","208.632","cytosol","256.08","cytosol","25.2635","cytosol","55.7015","cytosol","18.66","1.05","0","7.9","cytosol","22.36","1.26","0","4.32","cytosol","18.84","1.06","0","","below threshold","below threshold","17.0996","0.964539","0","2.8485","Protein component of the small (40S) ribosomal subunit; nearly identical to Rps18Ap and has similarity to E. coli S13 and rat S18 ribosomal proteins"
"MSB1","YOR188W","bud neck:cytosol","","5.74522","bud","50.6168","bud neck","44.4722","bud neck","25.6245","bud neck","35.0174","bud neck.cytosol","21.91","0.78","0","15.26","bud neck.cytosol","29.38","1.05","0","6.34","bud neck,cytosol","18.56","0.66","-1","","bud neck:cytosol","bud neck:cytosol","30.7196","1.1026","0","4.70244","Protein involved in positive regulation of both 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway, potential Cdc28p substrate; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42, and of mutations in BEM4"
"PXL1","YKR090W","below threshold","19.61","4.26097","bud","51.651","bud","71.6528","bud neck","29.1018","bud","43.3039","cytosol","17.63","0.89","0","7.29","cytosol","19.1","0.97","0","4.58","cytosol","14.64","0.74","0","","below threshold","below threshold","19.9542","1.01724","0","2.75045","LIM domain-containing protein that localizes to sites of polarized growth, required for selection and/or maintenance of polarized growth sites, may modulate signaling by the GTPases Cdc42p and Rho1p; has similarity to metazoan paxillin"
"APP1","YNL094W","cytosol","21.58","4.63135","punctate,bud","71.7382","punctate,bud neck","83.5812","below threshold","22.0285","punctate","38.2912","cytosol","","","0","","cytosol","21.83","1.01","0","3.34","cytosol","17.65","0.81","0","","cytosol","cytosol","26.9102","1.24676","0","2.86422","Protein of unknown function, interacts with Rvs161p and Rvs167p; computational analysis of protein-protein interactions in large-scale studies suggests a possible role in actin filament organization"
"CAP2","YIL034C","below threshold","17.02","4.23655","cytosol,punctate,bud","144.919","punctate,bud neck","221.444","punctate,bud neck","31.5501","punctate,bud neck","46.105","cytosol","16.99","0.99","0","5.61","cytosol","17.05","1","0","4.64","cytosol","16.06","0.94","0","","below threshold","below threshold","18.7548","1.10124","0","2.5527","Beta subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches"
"YPR097W","YPR097W","below threshold","16.93","3.88872","punctate,bud","97.3737","bud","104.43","bud","36.0204","cytosol,bud","54.671","cytosol","15.52","0.91","0","6.43","cytosol","18.38","1.08","0","3.32","cytosol","16.81","0.99","0","","below threshold","below threshold","18.5122","1.09243","0","2.74915","Protein that contains a Phox homology (PX) domain and binds phosphoinositides; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"UBP7","YIL156W","cytosol","20.93","5.18929","cytosol,punctate,bud","51.2325","missing","0","missing","","#N/A","","cytosol","21.02","1","0","5.76","cytosol","24.93","1.19","0","4.68","cytosol","22.73","1.08","0","","cytosol","cytosol","19.5767","0.935199","0","3.3987","Ubiquitin-specific protease that cleaves ubiquitin-protein fusions"
"PEA2","YER149C","below threshold","17.24","","bud","75.0142","bud neck","78.0229","bud neck","20.1663","#N/A","0","cytosol","15.34","0.88","0","","cytosol","16.83","0.97","0","","cytosol","14.38","0.83","0","","","","","","","","Coiled-coil polarisome protein required for polarized morphogenesis, cell fusion, and low affinity Ca2+ influx; forms polarisome complex with Bni1p, Bud6p, and Spa2p; localizes to sites of polarized growth"
"FYV8","YGR196C","cytosol","328.26","87.5249","cytosol,bud","57.6152","cytosol","37.8164","punctate,bud neck","27.0193","cytosol","41.8966","cytosol","284.25","0.86","0","108.8","cytosol","328.26","1","0","69.52","cytosol","171.53","0.52","0","","cytosol","cytosol","402.848","1.22719","0","86.7563","Protein of unknown function, required for survival upon exposure to K1 killer toxin"
"KIN4","YOR233W","cell periphery","27.3","6.53268","cell periphery,bud","56.1323","cell periphery","0","cytosol","29.0729","#N/A","0","cell periphery","23.72","0.86","0","8.25","cell periphery","26.43","0.96","0","4.29","cell periphery","20.06","0.73","-1","","cell periphery","cell periphery","28.0115","1.02571","0","3.86558","Serine/threonine protein kinase that inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex, spindle pole body and bud neck"
"ACK1","YDL203C","","","","punctate,bud","","ER","0","punctate,bud","24.2325","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"BSP1","YPR171W","punctate","28.37","7.29312","punctate,bud","64.768","cell periphery,vacuole","0","punctate,bud neck","23.7929","#N/A","0","punctate","29.05","1.02","0","9.41","punctate","30.94","1.09","0","5.11","punctate","22.49","0.79","0","","punctate","punctate","29.7236","1.04736","0","4.4797","Adapter that links synaptojanins Inp52p and Inp53p to the cortical actin cytoskeleton"
"CCM1","YGR150C","below threshold","16.37","4.28325","bud","50.521","cell periphery,vacuole","6.2433","below threshold","16.5187","#N/A","0","cytosol","18.58","1.13","0","6.24","cytosol","17.47","1.06","0","2.68","cytosol","15.35","0.93","0","","below threshold","below threshold","16.8027","1.02608","0","2.34406","Mitochondrial 15s rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport"
"YBR071W","YBR071W","cytosol","23.17","7.50082","cytosol,bud","54.7157","cell periphery,vacuole","11.163","cytosol","27.2151","#N/A","0","cytosol","27.64","1.19","0","17.85","cytosol","17.56","0.75","0","6.48","cytosol","17.14","0.73","0","","cytosol","cytosol","22.7805","0.982635","0","6.48996","Putative protein of unknown function; (GFP)-fusion and epitope-tagged proteins localize to the cytoplasm; mRNA expression may be regulated by the cell cycle and/or cell wall stress"
"CLA4","YNL298W","bud neck","","7.63473","cytosol,bud","49.9933","cytosol,bud","21.7648","bud","26.9648","bud","37.067","bud neck","23.84","0.89","0","9.65","cytosol","","","0","","cytosol","18.35","0.68","0","","bud neck","bud neck","24.7301","0.923894","0","2.81429","Cdc42p-activated signal transducing kinase of the PAK (p21-activated kinase) family, which also includes Ste20p and Skm1p; involved in septin ring assembly, vacuole inheritance, and cytokinesis; phosphorylates septins Cdc3p and Cdc10p"
"AHK1","YDL073W","","","","cytosol,punctate,bud","51.1467","cytosol,punctate,bud","37.0111","below threshold","21.2187","cytosol","29.5614","","","","","","","","","","","","","","","","","","","","","","Putative protein of unknown function; YDL073W is not an essential gene"
"SKG3","YLR187W","bud","27.84","8.45148","cytosol,bud","87.2009","cytosol,bud","113.693","bud neck","30.0084","cytosol","46.0346","bud","","","0","","bud.cytosol","","","0","","cytosol","","","","","bud","bud","","","0","","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; potential Cdc28p substrate; similar to Caf120p and Skg4p"
"YFR016C","YFR016C","cytosol","36.19","","cytosol,bud","88.4755","cytosol","","bud","25.5892","cytosol","60.9567","cytosol","42.63","1.17","0","","cytosol","42.06","1.16","0","","cytosol","29.16","0.8","0","","","","","","","","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and bud; interacts with Spa2p; YFL016C is not an essential gene"
