Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"ADR1","YDR216W","cytosol","22.11","5.66417","cytosol","59.7755","cytosol","48.5382","cytosol","30.7681","cytosol","41.9283","cytosol","36.46","1.64","1","21.59","cytosol","24.93","1.12","0","4.89","cytosol","20.66","0.93","0","","cytosol","cytosol","24.2894","1.09803","0","3.04449","Carbon source-responsive zinc-finger transcription factor, required for transcription of the glucose-repressed gene ADH2, of peroxisomal protein genes, and of genes required for ethanol, glycerol, and fatty acid utilization"
"SPR28","YDR218C","below threshold","15.81","4.2812","cytosol","88.9229","cytosol","115.075","below threshold","16.4983","cytosol,punctate","39.9366","cytosol","16.62","1.05","0","5.55","cytosol","15.82","0.99","0","2.99","cytosol","14.22","0.89","0","","below threshold","below threshold","15.9867","1.01041","0","2.41064","Sporulation-specific homolog of the yeast CDC3/10/11/12 family of bud neck microfilament genes; meiotic septin expressed at high levels during meiotic divisions and ascospore formation"
"YDJ1","YNL064C","","","","cytosol","201.814","cytosol","274.203","missing","0","below threshold","29.5733","","","","","","","","","","","","","","","","","","","","","",""
"SDS24","YBR214W","cytosol","40.98","10.1214","cytosol","119.55","cytosol","162.977","below threshold","19.2808","cytosol","57.7302","cytosol","82.48","2.01","1","29.68","cytosol","42.63","1.04","0","11.52","nucleus","","","","","cytosol","cytosol","53.369","1.302","0","15.3554","One of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein, which is implicated in APC/cyclosome regulation; involved in cell separation during budding; may play an indirect role in fluid-phase endocytosis"
"YAL065C","YAL065C","below threshold","15.78","3.98954","cytosol","25.8281","below threshold","8.36543","below threshold","15.5681","below threshold","24.2265","cytosol","15.22","0.96","0","6.04","cytosol","14.49","0.91","0","3.63","cytosol","24.11","1.52","0","","below threshold","below threshold","14.0964","0.892971","0","1.68258","Putative protein of unknown function; has homology to FLO1; possible pseudogene"
"ATG12","YBR217W","below threshold","15.78","4.09597","cytosol","60.3143","cytosol","47.7837","below threshold","18.7498","below threshold","32.5364","cytosol","15.97","1.01","0","5.62","cytosol","15.92","1","0","4.08","cytosol","15.61","0.98","0","","below threshold","below threshold","17.8878","1.13324","0","2.43227","Conserved ubiquitin-like modifier involved in autophagy and the Cvt pathway; conjugated to Atg5p to form a complex involved in Atg8p lipidation; Atg12p-Atg5p also forms a complex with Atg16p that is required for autophagosome formation"
"GET3","YDL100C","ER","88.94","21.7202","cytosol","271.431","cytosol","414.366","cytosol","128.538","cytosol","68.9837","ER","89.55","1","0","34.07","ER","107.6","1.2","0","21.98","ER","101.11","1.13","0","","ER","ER","89.6321","1.00774","0","13.996","Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; subunit of the GET complex, which is involved in Golgi to ER trafficking and insertion of proteins into the ER membrane; has low-level ATPase activity"
"ECM15","YBL001C","cytosol","26.26","6.64616","cytosol","309.95","cytosol","482.735","cytosol","64.0799","cytosol","53.3946","cytosol","24.63","0.93","0","8.41","cytosol","27.3","1.03","0","5.8","cytosol","35.75","1.36","0","","cytosol","cytosol","18.081","0.688338","-1","3.81401","Non-essential protein of unknown function, likely exists as tetramer, may be regulated by the binding of small-molecule ligands (possibly sulfate ions), may have a role in yeast cell-wall biogenesis"
"TRS20","YBR254C","punctate","22.64","6.34064","cytosol,punctate","66.086","cytosol,punctate","24.8095","punctate","23.4055","below threshold","28.266","punctate","22.1","0.97","0","7.45","cytosol","22.32","0.98","0","4.11","punctate","22.56","0.99","0","","punctate","punctate","19.4761","0.860066","0","2.79869","One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; mutations in the human homolog cause the spondyloepiphyseal dysplasia tarda (SEDL) disorder"
"PRE7","YBL041W","","","","cytosol,nucleus","144.4","cytosol,nucleus","239.716","missing","0","cytosol","51.4641","","","","","","","","","","","","","","","","","","","","","",""
"RDI1","YDL135C","below threshold","17.47","4.13173","cytosol","219.357","cytosol","354.805","below threshold","19.0148","cytosol","69.9924","cytosol","14.05","0.8","0","6.63","cytosol","16.57","0.94","0","4.08","cytosol","15.74","0.9","0","","below threshold","below threshold","16.5973","0.949983","0","2.53139","Rho GDP dissociation inhibitor involved in the localization and regulation of Cdc42p"
"ARF2","YDL137W","below threshold","15.33","4.06431","cytosol","316.655","cytosol","509.258","cytosol","145.178","cytosol","83.9447","cytosol","15.06","0.98","0","5.28","cytosol","15.56","1.01","0","2.82","cytosol","17.05","1.11","0","","below threshold","below threshold","15.3729","1.00272","0","1.55349","ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated formation vesicles in intracellular trafficking within the Golgi; functionally interchangeable with Arf1p"
"SWA2","YDR320C","ambiguous","30.25","7.85117","cytosol","115.972","cytosol","125.712","cytosol","29.3118","cytosol","51.5182","ambiguous","54.77","1.81","1","15.42","ambiguous","37.2","1.22","0","7.93","ambiguous","31.01","1.02","0","","ambiguous","ambiguous","33.9486","1.122","0","3.88094","Auxilin-like protein involved in vesicular transport; clathrin-binding protein required for uncoating of clathrin-coated vesicles"
"SHP1","YBL058W","nucleus:cytosol","61.64","14.1435","cytosol,nucleus","119.522","cytosol,nucleus","185.484","below threshold","21.67","cytosol","43.5927","nucleus.cytosol","60.64","0.98","0","21.16","nucleus.cytosol","78.14","1.26","0","16.96","nucleus,cytosol","46.64","0.75","0","","nucleus:cytosol","nucleus:cytosol","70.1807","1.13841","0","8.20286","UBX (ubiquitin regulatory X) domain-containing protein that regulates Glc7p phosphatase activity and interacts with Cdc48p; interacts with ubiquitylated proteins in vivo and is required for degradation of a ubiquitylated model substrate"
"ATG8","YBL078C","below threshold","16.62","4.19876","cytosol,punctate","75.9418","cytosol,punctate","189.935","punctate","27.5728","cytosol,punctate","38.4164","cytosol","15.42","0.92","0","5.47","cytosol","15.28","0.91","0","3","cytosol","15.24","0.91","0","","below threshold","below threshold","","","0","","Component of autophagosomes and Cvt vesicles; undergoes conjugation to phosphatidylethanolamine (PE); Atg8p-PE is anchored to membranes, is involved in phagophore expansion, and may mediate membrane fusion during autophagosome formation"
"LST4","YKL176C","below threshold","18.45","5.39415","cytosol","33.7622","cytosol","17.1216","below threshold","14.6746","below threshold","26.6941","cytosol","15.72","0.85","0","5.69","cytosol","16.76","0.9","0","3.04","cytosol","19.9","1.07","0","","below threshold","below threshold","15.7574","0.853696","0","1.83941","Protein possibly involved in a post-Golgi secretory pathway; required for the transport of nitrogen-regulated amino acid permease Gap1p from the Golgi to the cell surface"
"SCS22","YBL091C-A","","","","cytosol","80.3435","cytosol","146.614","ambiguous","25.9717","below threshold","26.4372","","","","","","","","","","","","","","","","","","","","","",""
"YBL100C","YBL100C","","","","cytosol,nucleus","50.9339","vacuole","15.1453","missing","","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"PAU24","YBR301W","below threshold","14.52","","cytosol,nucleus","55.002","below threshold","7.47469","below threshold","19.3703","below threshold","24.1707","cytosol","19.41","1.33","0","","cytosol","16.67","1.14","0","","cytosol","16.19","1.11","0","","","","","","","","Cell wall mannoprotein with similarity to Tir1p, Tir2p, Tir3p, and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions, completely repressed during aerobic growth"
"ECM21","YBL101C","","","","cytosol","68.6793","cytosol","85.9394","below threshold","21.1028","cytosol","42.7123","","","","","","","","","","","","","","","","","","","","","",""
"YDL211C","YDL211C","below threshold","18.55","","cytosol","33.4717","vacuole","13.2187","below threshold","17.3094","below threshold","26.1637","ambiguous","23.37","1.25","0","","ambiguous","19.35","1.04","0","","ambiguous","24.13","1.29","0","","","","","","","","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole"
"SUA5","YGL169W","","","","cytosol","69.1818","cytosol","103.537","below threshold","22.4592","cytosol,punctate","47.2999","","","","","","","","","","","","","","","","","","","","","",""
"GCS1","YDL226C","punctate:cytosol","69.95","16.6431","cytosol,punctate","160.628","cytosol,punctate","263.815","cytosol,punctate","61.2321","cytosol","61.8568","punctate.cytosol","76.8","1.09","0","25.42","punctate.cytosol","69.91","0.99","0","10.45","punctate,cytosol","81.79","1.16","0","","punctate:cytosol","punctate:cytosol","68.3301","0.976636","0","6.91155","ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport; shares functional similarity with Glo3p"
"YCL002C","YCL002C","below threshold","16.46","","cytosol,nucleus","32.0218","cell periphery,punctate","16.6487","below threshold","15.2045","below threshold","25.0609","cytosol","15.82","0.96","0","","cytosol","15.59","0.94","0","","cytosol","19.27","1.17","0","","","","","","","","Putative protein of unknown function; YCL002C is not an essential gene"
"STP22","YCL008C","","","","cytosol,punctate","48.7183","cytosol,punctate","38.1648","below threshold","27.9405","below threshold","26.953","","","","","","","","","","","","","","","","","","","","","",""
"LSB5","YCL034W","cytosol","26.78","7.61361","cytosol","118.479","cytosol,nucleus","217.98","cytosol","54.0476","cytosol","57.7214","cytosol","32.03","1.19","0","10.44","cytosol","","","0","","cytosol","50.8","1.89","1","","cytosol","cytosol","24.8542","0.927734","0","5.88682","Protein of unknown function; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization; may mediate disassembly of the Pan1 complex from the endocytic coat"
"KAR4","YCL055W","nucleus","29.28","8.97946","cytosol","57.254","cytosol","19.0504","below threshold","27.3186","below threshold","24.9392","nucleus","30.54","1.04","0","11.43","nucleus","38.37","1.31","0","8.99","nucleus","26.16","0.89","0","","nucleus","nucleus","31.9605","1.09109","0","6.44082","Transcription factor required for gene regulation in repsonse to pheromones; also required during meiosis; exists in two forms, a slower-migrating form more abundant during vegetative growth and a faster-migrating form induced by pheromone"
"GYP7","YDL234C","punctate:cytosol","29.53","6.8965","cytosol,punctate","75.2908","cytosol,punctate","144.575","punctate","29.0503","cytosol","46.9811","punctate.cytosol","61.85","2.09","1","24.49","punctate.cytosol","31.85","1.07","0","6.81","punctate","","","","","punctate:cytosol","punctate:cytosol","34.3291","1.16221","0","8.93853","GTPase-activating protein for yeast Rab family members including: Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking"
"CTS2","YDR371W","below threshold","14.97","3.18445","cytosol","18.6552","vacuole","12.4059","below threshold","18.1819","below threshold","25.8146","cytosol","18.05","1.2","0","6.17","cytosol","17.24","1.15","0","3.28","cytosol","19.02","1.26","0","","below threshold","below threshold","15.4795","1.03319","0","2.22431","Protein similar to Ashbya gossypii sporulation-specific chitinase"
"YDL241W","YDL241W","","","","cytosol","49.9494","ER,vacuole","11.0978","below threshold","24.4373","below threshold","24.1941","","","","","","","","","","","","","","","","","","","","","",""
"FRQ1","YDR373W","punctate","29.72","8.62735","cytosol","136.36","cytosol,punctate","225.316","below threshold","20.1465","cytosol","41.0263","punctate","29.77","1","0","10.31","punctate","20.67","0.69","-1","4.46","punctate","27.55","0.92","0","","punctate","punctate","24.0263","0.808187","0","3.65738","N-myristoylated calcium-binding protein that may have a role in intracellular signaling through its regulation of the phosphatidylinositol 4-kinase Pik1p; member of the recoverin/frequenin branch of the EF-hand superfamily"
"ARO10","YDR380W","cytosol","107.46","48.9853","cytosol","184.344","cytosol","217.939","below threshold","23.1417","cytosol","59.6903","cytosol","37.57","0.34","-1","31.55","cytosol","113.26","1.05","0","36.9","cytosol","15.92","0.14","0","","cytosol","cytosol","115.058","1.07061","0","47.6614","Phenylpyruvate decarboxylase, catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde, which is the first specific step in the Ehrlich pathway"
"RVS167","YDR388W","below threshold","16.57","4.73407","cytosol,punctate","222.982","cytosol,punctate","217.881","punctate,bud neck","75.3526","cytosol","55.2858","cytosol","19.23","1.16","0","6.7","cytosol","17.02","1.02","0","3.04","cytosol","16.16","0.97","0","","below threshold","below threshold","16.9724","1.02387","0","2.3789","Actin-associated protein, interacts with Rvs161p to regulate actin cytoskeleton, endocytosis, and viability following starvation or osmotic stress; homolog of mammalian amphiphysin"
"ATG31","YDR022C","","","","cytosol,punctate","84.4209","cytosol,punctate","48.4061","below threshold","19.7336","below threshold","27.5502","","","","","","","","","","","","","","","","","","","","","",""
"FYV5","YCL058C","below threshold","19.46","4.10148","cytosol","187.464","cytosol","298.708","below threshold","16.3251","below threshold","24.8977","cytosol","16.39","0.84","0","5.95","cytosol","15.53","0.79","0","3.1","cytosol","16.21","0.83","0","","below threshold","below threshold","17.7423","0.911272","0","2.14971","Protein of unknown function, required for survival upon exposure to K1 killer toxin; involved in ion homeostasis"
"VAC17","YCL063W","cytosol","19.56","4.96573","cytosol,punctate","27.8715","below threshold","5.63981","below threshold","20.213","#N/A","24.5065","cytosol","19.49","0.99","0","8.88","cytosol","20.26","1.03","0","3.35","cytosol","16.94","0.86","0","","cytosol","cytosol","18.7485","0.958053","0","2.93123","Phosphoprotein involved in vacuole inheritance; degraded in late M phase of the cell cycle; acts as a vacuole-specific receptor for myosin Myo2p"
"YBR056W","YBR056W","cytosol","21.25","5.55259","cytosol","182.025","cytosol","377.75","cytosol","33.2234","cytosol","74.3163","cytosol","45.58","2.14","1","22.21","cytosol","22.73","1.06","0","4.38","cytosol","33.28","1.56","0","","cytosol","cytosol","26.0978","1.22759","0","6.67118","Putative cytoplasmic protein of unknown function"
"AKL1","YBR059C","cytosol","37.78","8.46681","cytosol,punctate,bud neck","84.7497","cytosol,cell periphery,punctate","113.39","below threshold","28.2134","cell periphery,punctate","47.2114","punctate","","","0","","cytosol","44.52","1.17","0","6.34","cytosol","46.8","1.23","0","","cytosol","cytosol","42.4051","1.12234","0","5.44024","Ser-Thr protein kinase, member (with Ark1p and Prk1p) of the Ark kinase family; involved in endocytosis and actin cytoskeleton organization"
"POR1","YNL055c","mitochondria","83.02","37.6137","cytosol,punctate","186.827","punctate","32.247","missing","0","mitochondria","39.4137","mitochondria","66.47","0.8","0","50.02","mitochondria","63.74","0.76","0","19.34","mitochondria","85.03","1.02","0","","mitochondria","mitochondria","46.4625","0.559621","-1","13.7329","Mitochondrial porin (voltage-dependent anion channel), outer membrane protein required for the maintenance of mitochondrial osmotic stability and mitochondrial membrane permeability; phosphorylated"
"RVS161","YCR009C","below threshold","16.36","3.98059","cytosol,punctate","155.128","missing","0","below threshold","18.3104","cytosol","47.1804","cytosol","15.97","0.97","0","6.55","cytosol","16.1","0.98","0","3.59","cytosol","21.65","1.32","0","","below threshold","below threshold","15.646","0.955934","0","1.88928","Amphiphysin-like lipid raft protein; interacts with Rvs167p and regulates polarization of the actin cytoskeleton, endocytosis, cell polarity, cell fusion and viability following starvation or osmotic stress"
"VMS1","YDR049W","","","","cytosol","54.2474","cytosol","103.566","below threshold","24.6695","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"SEC18","YBR080C","punctate","62.55","18.0544","cytosol,punctate","164.972","cytosol,punctate","260.975","punctate","46.5075","cytosol,bud","65.6876","punctate","64.57","1.03","0","21","punctate","57.05","0.91","0","13.19","punctate","66.04","1.05","0","","punctate","punctate","50.6296","0.809282","0","10.655","ATPase required for the release of Sec17p during the 'priming' step in homotypic vacuole fusion and for ER to Golgi transport; homolog of the mammalian NSF"
"RHB1","YCR027C","","","","cytosol","68.1733","cytosol","117.028","cytosol","23.0915","cytosol","50.9592","","","","","","","","","","","","","","","","","","","","","",""
"OM14","YBR230C","below threshold","18.05","","cytosol","143.927","mitochondria","288.431","cytosol","62.7327","mitochondria","76.8659","cytosol","14.63","0.81","0","","cytosol","16.58","0.91","0","","cytosol","17.09","0.94","0","","","","","","","","Integral mitochondrial outer membrane protein; abundance is decreased in cells grown in glucose relative to other carbon sources; appears to contain 3 alpha-helical transmembrane segments; ORF encodes a 97-basepair intron"
"YCR043C","YCR043C","punctate","62.67","","cytosol","130.694","cytosol","264.835","below threshold","22.5657","below threshold","29.2755","punctate","36.19","0.57","-1","","punctate","45.52","0.72","0","","punctate","43.09","0.68","0","","","","","","","","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the Golgi apparatus; YCR043C is not an essential gene"
"VID24","YBR105C","nucleus:cytosol","58.91","16.6407","cytosol","43.9156","cytosol","30.3631","below threshold","18.1117","below threshold","28.8156","nucleus.cytosol","53.11","0.9","0","16.17","nucleus.cytosol","14.89","0.87","0","6.67","nucleus,cytosol","36.87","0.62","0","","nucleus:cytosol","nucleus:cytosol","53.1482","0.902018","0","10.1655","Peripheral membrane protein located at Vid (vacuole import and degradation) vesicles; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase"
"TRS31","YDR472W","","","","cytosol,punctate","99.9891","cytosol,punctate","128.464","punctate","41.313","cytosol","41.7232","","","","","","","","","","","","","","","","","","","","","",""
"VPS52","YDR484W","punctate","23.28","5.93424","cytosol,punctate","68.9156","cytosol,punctate,bud","103.167","punctate","26.6974","cytosol,punctate","37.4571","punctate","24.06","1.03","0","6.45","punctate","23.49","1","0","3.68","punctate","26.3","1.12","0","","punctate","punctate","17.943","0.770471","0","2.53816","Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; involved in localization of actin and chitin"
"PKH1","YDR490C","below threshold","18.49","","cytosol,punctate","82.0925","punctate","90.9177","cytosol","19.8317","punctate","49.6055","cytosol","22.58","1.22","0","","cytosol","17.44","0.94","0","","cytosol","22.32","1.2","0","","","","","","","","Serine/threonine protein kinase involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signaling cascade required for maintenance of cell wall integrity; redundant with Pkh2p"
"YDL009C","YDL009C","below threshold","15.14","","cytosol","152.727","cytosol","139.161","below threshold","18.2262","below threshold","24.2306","cytosol","17.52","1.15","0","","cytosol","16.32","1.07","0","","cytosol","14.89","0.98","0","","","","","","","","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YDL010W; YDL009C is not an essential gene"
"CCZ1","YBR131W","below threshold","16.5","3.54214","cytosol,punctate","44.2831","cytosol,punctate","56.5964","below threshold","18.2732","cytosol","31.9259","cytosol","18.05","1.09","0","6.34","cytosol","17.7","1.07","0","3.88","cytosol","14.61","0.88","0","","below threshold","below threshold","18.0643","1.09455","0","2.0969","Protein involved in vacuolar assembly, essential for autophagy and the cytoplasm-to-vacuole pathway"
"YDL022C-A","YDL022C-A","","","","cytosol","17.0639","below threshold","4.82799","below threshold","17.9684","#N/A","23.8564","","","","","","","","","","","","","","","","","","","","","",""
"DOP1","YDR141C","punctate","39.04","8.49533","cytosol,punctate","68.9652","cytosol,punctate","75.3652","punctate","30.3471","cytosol","53.3519","punctate","45.29","1.16","0","14.14","punctate","42.64","1.09","0","7.54","punctate","39.91","1.02","0","","punctate","punctate","42.9073","1.09892","0","5.24452","Protein of unknown function, essential for viability, involved in establishing cellular polarity and morphogenesis; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"SPS2","YDR522C","","","","cytosol","27.0215","below threshold","5.4987","below threshold","18.8768","#N/A","23.7689","","","","","","","","","","","","","","","","","","","","","",""
"SEC1","YDR164C","","","","cytosol,bud neck","103.438","cell periphery,bud neck,nucleus","142.638","below threshold","20.3022","cytosol","37.9742","","","","","","","","","","","","","","","","","","","","","",""
"SEC5","YDR166C","","","","cytosol,bud","68.5419","punctate,bud neck","55.667","cell periphery,bud neck","32.8292","bud","32.6039","","","","","","","","","","","","","","","","","","","","","",""
"VAC8","YEL013W","below threshold","14.07","4.01848","cytosol,vacuole membrane","157.019","cytosol,nucleus","323.817","ambiguous,cytosol","89.9082","below threshold","28.8905","cytosol","14.21","1","0","4.87","cytosol","15.01","1.06","0","3.51","cytosol","17.67","1.25","0","","below threshold","below threshold","14.688","1.04329","0","1.84085","Phosphorylated and palmitoylated vacuolar membrane protein that interacts with Atg13p, required for the cytoplasm-to-vacuole targeting (Cvt) pathway; interacts with Nvj1p to form nucleus-vacuole junctions"
"SUP35","YDR172W","","","","cytosol","132.5","cytosol","289.878","punctate","19.7509","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"RIM8","YGL045W","below threshold","16.53","4.15624","cytosol","37.4358","cytosol","43.8437","below threshold","21.0702","cytosol,punctate","34.8443","cytosol","17.51","1.05","0","6.94","cytosol","14.37","0.86","0","2.43","cytosol","16.01","0.96","0","","below threshold","below threshold","19.4917","1.17906","0","4.15704","Protein involved in proteolytic activation of Rim101p in response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family"
"ALG13","YGL047W","ER","24.26","6.55068","cytosol","89.7782","cytosol","123.016","ambiguous,ER","25.1775","cytosol","39.3401","ER","25.72","1.06","0","10.69","ER","26.98","1.11","0","8.77","ER","28.51","1.17","0","","ER","ER","22.7824","0.938813","0","5.18157","Catalytic component of UDP-GlcNAc transferase, required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases"
"TCA17","YEL048C","punctate","33.51","9.27746","cytosol,punctate","75.5283","cytosol","148.473","punctate","36.5454","cytosol","39.2177","punctate","24.81","0.74","0","8.24","punctate","29.61","0.88","0","5.55","punctate","19.57","0.58","-1","","punctate","punctate","30.6867","0.915333","0","5.66795","Protein that interacts with subunits of the TRAPP complex and may play a role its assembly or stability; mutation is synthetically lethal with gcs1 deletion; Sedlin_N family member; human Sedlin mutations cause the skeletal disorder SEDT"
"NPY1","YGL067W","","","","cytosol,punctate","113.903","cytosol,punctate","278.39","cytosol,punctate","30.4488","cytosol,punctate","49.602","","","","","","","","","","","","","","","","","","","","","",""
