Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"YBR241C","YBR241C","below threshold","14.88","3.92801","vacuole membrane","160.543","vacuole membrane","187.855","vacuole membrane","26.7702","vacuole membrane","48.2651","cytosol","14.24","0.95","0","5.98","cytosol","15.8","1.06","0","3.36","cytosol","18.21","1.22","0","","below threshold","below threshold","14.9189","1.00231","0","1.8827","Putative transporter, member of the sugar porter family; green fluorescent protein (GFP)-fusion protein localizes to the vacuolar membrane; YBR241C is not an essential gene"
"YPT10","YBR264C","below threshold","18.2","5.4052","vacuole membrane","102.265","ER,vacuole","194.677","ambiguous,vacuole membrane","32.3098","cytosol,punctate","39.5569","cytosol","22.59","1.24","0","6.7","cytosol","17.65","0.96","0","3.53","cytosol","20.06","1.1","0","","below threshold","below threshold","16.7873","0.921868","0","1.67086","GTP binding protein that contains the PEST signal sequence specific for proteolytic enzymes; may be involved in vesicular transport; overexpression leads to accumulation of Golgi-like cisternae with budding vesicles"
"DPP1","YDR284C","below threshold","14.9","4.33429","vacuole membrane","155.498","ER,vacuole","230.471","vacuole membrane","49.3513","punctate,vacuole membrane","32.5631","cytosol","14.68","0.98","0","5.33","cytosol","13.94","0.93","0","3.07","cytosol","16.48","1.1","0","","below threshold","below threshold","15.2024","1.01951","0","2.90161","Diacylglycerol pyrophosphate (DGPP) phosphatase, zinc-regulated vacuolar membrane-associated lipid phosphatase, dephosphorylates DGPP to phosphatidate (PA) and Pi, then PA to diacylglycerol; involved in lipid signaling and cell metabolism"
"YDL180W","YDL180W","below threshold","15.64","","vacuole membrane","48.7639","vacuole membrane","69.7519","vacuole membrane","26.0269","below threshold","29.4446","cytosol","15.23","0.97","0","","cytosol","15.63","0.99","0","","cytosol","23.95","1.53","0","","","","","","","","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole"
"YDL199C","YDL199C","below threshold","18.5","","vacuole membrane","48.6648","vacuole membrane","64.8712","below threshold","21.3333","punctate,vacuole membrane","41.7241","cytosol","16.61","0.89","0","","cytosol","16.73","0.9","0","","cytosol","33.42","1.8","0","","","","","","","","Putative transporter, member of the sugar porter family"
"YDR338C","YDR338C","below threshold","18.44","","vacuole membrane","37.6705","vacuole membrane","59.0517","punctate","24.0787","below threshold","28.7869","cytosol","","","","","cytosol","","","","","cytosol","","","","","","","","","","","Putative protein of unknown function"
"YDL206W","YDL206W","below threshold","16.89","","vacuole membrane","54.1474","vacuole membrane","59.4614","below threshold","13.7196","below threshold","29.0222","cytosol","14.55","0.86","0","","cytosol","16.58","0.98","0","","cytosol","14.1","0.83","0","","","","","","","","Putative protein of unknown function; YDL206W is not an essential protein"
"UGA4","YDL210W","below threshold","15.16","4.65626","vacuole membrane","63.5301","vacuole","105.347","below threshold","14.4451","#N/A","0","cytosol","15.12","0.99","0","5.52","cytosol","15.9","1.04","0","2.6","cytosol","23.24","1.53","0","","below threshold","below threshold","13.863","0.914049","0","1.87052","Permease that serves as a gamma-aminobutyrate (GABA) transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane"
"ATG22","YCL038C","below threshold","15.76","4.37859","vacuole membrane","92.2029","vacuole membrane","158.469","below threshold","23.4044","below threshold","29.6647","cytosol","16.37","1.03","0","4.38","cytosol","15.47","0.98","0","3.03","cytosol","19.48","1.23","0","","below threshold","below threshold","13.5465","0.858873","0","1.67113","Vacuolar integral membrane protein required for efflux of amino acids during autophagic body breakdown in the vacuole; null mutation causes a gradual loss of viability during starvation"
"RCR2","YDR003W","vacuole:cytosol","28.53","6.87027","vacuole membrane","67.9252","vacuole membrane","64.256","ambiguous","25.3668","below threshold","24.3858","vacuole.cytosol","31.1","1.08","0","14.28","vacuole.cytosol","24.18","0.84","0","5.13","vacuole,cytosol","66.21","2.32","1","","vacuole:cytosol","vacuole:cytosol","30.4281","1.06626","0","4.88064","Vacuolar protein that presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; similar to Rcr1p"
"VPS41","YDR080W","vacuole membrane","24.28","6.6189","vacuole membrane","61.3177","vacuole membrane","63.5635","vacuole membrane","24.5676","cytosol,punctate","41.6312","vacuole membrane","21.84","0.89","0","6.81","vacuole membrane","22.23","0.91","0","4.31","punctate","","","","","vacuole membrane","vacuole membrane","18.4593","0.759974","0","2.48734","Vacuolar membrane protein that is a subunit of the homotypic vacuole fusion and vacuole protein sorting (HOPS) complex; essential for membrane docking and fusion at the Golgi-to-endosome and endosome-to-vacuole stages of protein transport"
"PFF1","YBR074W","","","","punctate,vacuole membrane","129.991","punctate,vacuole membrane","141.377","punctate","26.8325","punctate","28.2253","","","","","","","","","","","","","","","","","","","","","","Putative metalloprotease"
"YCR023C","YCR023C","below threshold","17.81","","vacuole membrane","58.0211","vacuole membrane","82.0608","below threshold","17.6141","#N/A","","cytosol","16.87","0.94","0","","cytosol","19.33","1.08","0","","cytosol","20.18","1.13","0","","","","","","","","Vacuolar membrane protein of unknown function; member of the multidrug resistance family; YCR023C is not an essential gene"
"SLM4","YBR077C","vacuole membrane","53.73","14.6767","vacuole membrane","95.1384","cytosol,vacuole membrane","125.036","vacuole membrane","48.4276","cytosol","37.3074","vacuole membrane","","","0","","vacuole membrane","","","0","","vacuole membrane","","","","","vacuole membrane","vacuole membrane","","","0","","Component of the EGO complex, which is involved in the regulation of microautophagy, and of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; gene exhibits synthetic genetic interaction with MSS4"
"VPS15","YBR097W","punctate","18.26","4.91155","punctate,vacuole membrane","40.0635","punctate,vacuole membrane","47.8911","punctate","24.3795","below threshold","26.6035","punctate","20.95","1.14","0","7.88","punctate","18.97","1.03","0","3.15","punctate","23.26","1.27","0","","punctate","punctate","16.85","0.922467","0","2.05833","Myristoylated serine/threonine protein kinase involved in vacuolar protein sorting; functions as a membrane-associated complex with Vps34p; active form recruits Vps34p to the Golgi membrane; interacts with the GDP-bound form of Gpa1p"
"PHO8","YDR481C","below threshold","16.86","","vacuole membrane","120.998","vacuole membrane","160.97","below threshold","22.8913","vacuole membrane","50.5574","cytosol","17.06","1.01","0","","cytosol","16.57","0.98","0","","vacuole","27.14","1.6","0","","","","","","","","Repressible alkaline phosphatase, a glycoprotein localized to the vacuole; regulated by levels of inorganic phosphate and by a system consisting of Pho4p, Pho9p, Pho80p, Pho81p and Pho85p; dephosphorylates phosphotyrosyl peptides"
"TMS1","YDR105C","vacuole membrane","31.18","8.46505","punctate,vacuole membrane","60.7428","vacuole membrane","147.787","below threshold","22.7092","below threshold","28.3741","vacuole membrane","40.25","1.29","0","14.86","vacuole membrane","32.78","1.05","0","6.18","vacuole membrane","48.62","1.55","1","","vacuole membrane","vacuole membrane","33.5252","1.07492","0","4.32926","Vacuolar membrane protein of unknown function that is conserved in mammals; predicted to contain eleven transmembrane helices; interacts with Pdr5p, a protein involved in multidrug resistance"
"KRE2","YDR483W","punctate","38.07","12.5002","punctate,vacuole membrane","179.604","ER,vacuole","311.96","vacuole","32.9191","below threshold","27.2789","punctate","21.75","0.57","-1","10.22","punctate","24.34","0.63","-1","3.57","punctate","33.24","0.87","0","","punctate","punctate","34.9734","0.918402","0","5.12591","Alpha1,2-mannosyltransferase of the Golgi involved in protein mannosylation"
"VMA2","YBR127C","vacuole membrane","210.82","56.1318","punctate,vacuole membrane","483.957","vacuole membrane","318.202","punctate,vacuole membrane","199.833","punctate,vacuole membrane","72.916","vacuole membrane","178.05","0.84","0","63.6","vacuole membrane","197.97","0.93","0","42.17","vacuole membrane","323.68","1.53","1","","vacuole membrane","vacuole membrane","174.972","0.829952","0","36.1862","Subunit B of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm"
"RMD1","YDL001W","","","","vacuole membrane","51.6872","vacuole membrane","86.0291","vacuole membrane","30.7783","vacuole membrane","38.2798","","","","","","","","","","","","","","","","","","","","","",""
"ATG14","YBR128C","below threshold","16.62","4.29524","vacuole membrane","24.3251","below threshold","8.88103","below threshold","18.9399","below threshold","25.3036","cytosol","16.32","0.98","0","5.58","cytosol","13.49","0.81","0","3.12","cytosol","21.77","1.3","0","","below threshold","below threshold","13.5473","0.814857","0","1.52664","Autophagy-specific subunit of phosphatidylinositol 3-kinase complex I (with Vps34/15/30p); Atg14p targets complex I to the phagophore assembly site (PAS); required for localizing additional ATG proteins to the PAS; homolog of human Barkor"
"VBA4","YDR119W","","","","vacuole membrane","111.163","vacuole membrane","152.356","vacuole membrane","53.5064","vacuole membrane","54.4067","","","","","","","","","","","","","","","","","","","","","",""
"SNA2","YDR525W-A","punctate:vacuole membrane","154.03","48.6765","vacuole membrane","109.13","vacuole membrane","167.327","vacuole membrane","64.817","vacuole membrane","40.496","punctate.vacuole membrane","257.71","1.67","1","106","punctate.vacuole membrane","185.54","1.2","0","41.04","punctate,vacuole membrane","414.75","2.69","1","","punctate:vacuole membrane","punctate:vacuole membrane","152.91","0.992643","0","39.8242","Protein of unknown function, has similarity to Pmp3p, which is involved in cation transport; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
"VAC8","YEL013W","below threshold","14.07","4.01848","cytosol,vacuole membrane","157.019","cytosol,nucleus","323.817","ambiguous,cytosol","89.9082","below threshold","28.8905","cytosol","14.21","1","0","4.87","cytosol","15.01","1.06","0","3.51","cytosol","17.67","1.25","0","","below threshold","below threshold","14.688","1.04329","0","1.84085","Phosphorylated and palmitoylated vacuolar membrane protein that interacts with Atg13p, required for the cytoplasm-to-vacuole targeting (Cvt) pathway; interacts with Nvj1p to form nucleus-vacuole junctions"
"PMP2","YEL017C-A","vacuole, cell periphery","460.51","147.686","punctate,vacuole membrane","294.585","ER,vacuole","472.974","punctate,vacuole membrane","437.603","#N/A","0","vacuole, cell periphery","488.23","1.06","0","199.18","vacuole, cell periphery","529.4","1.14","0","122.66","vacuole, cell periphery","619.95","1.34","0","","vacuole","vacuole, cell periphery","674.101","1.46377","1","187.208","Proteolipid associated with plasma membrane H(+)-ATPase (Pma1p); regulates plasma membrane H(+)-ATPase activity; nearly identical to PMP1"
"GTR2","YGR163W","vacuole membrane","30.67","9.52918","vacuole membrane","64.8938","cytosol,vacuole membrane","80.6834","vacuole membrane","34.3189","below threshold","27.2887","vacuole membrane","36.8","1.19","0","12.92","vacuole membrane","35.65","1.16","0","6.38","vacuole membrane","60.81","1.98","1","","vacuole membrane","vacuole membrane","42.7701","1.39438","1","11.1129","Putative GTP binding protein that negatively regulates Ran/Tc4 GTPase cycle; activates transcription; subunit of EGO and GSE complexes; required for sorting of Gap1p; localizes to cytoplasm and to chromatin; homolog of human RagC and RagD"
"KOG1","YHR186C","below threshold","19.6","3.92573","cytosol,punctate,vacuole membrane","63.1393","cytosol,punctate","67.6218","ambiguous,vacuole membrane","24.0745","punctate","33.0824","ambiguous","19.52","0.99","0","6.48","ambiguous","22.09","1.12","0","4.22","ambiguous","19.58","0.99","0","","below threshold","below threshold","26.2508","1.3385","0","2.30616","Subunit of TORC1, a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p, Lst8p and Tco89p; contains four HEAT repeats and seven WD-40 repeats; may act as a scaffold protein to couple TOR and its effectors"
"VPS73","YGL104C","below threshold","14.02","4.57058","punctate,vacuole membrane","133.457","punctate,vacuole membrane","152.751","below threshold","15.7023","punctate","31.5159","cytosol","14.17","1.01","0","5.82","cytosol","13.79","0.98","0","2.64","cytosol","17.24","1.22","0","","below threshold","below threshold","14.5779","1.03896","0","1.84202","Mitochondrial protein; mutation affects vacuolar protein sorting; putative transporter; member of the sugar porter family"
"HSV2","YGR223C","below threshold","17.21","3.52408","punctate,vacuole membrane","68.097","punctate,vacuole membrane","76.1241","punctate","18.5838","ER,punctate","35.219","cytosol","19.38","1.12","0","6.8","cytosol","21.24","1.23","0","3.43","cytosol","18.05","1.04","0","","below threshold","below threshold","19.343","1.12309","0","3.46292","Phosphatidylinositol 3,5-bisphosphate-binding protein, plays a role in micronucleophagy; predicted to fold as a seven-bladed beta-propeller; displays punctate cytoplasmic localization"
"VTC1","YER072W","ER","43.05","12.011","vacuole membrane","193.027","ER,vacuole membrane","359.45","vacuole membrane","65.7424","vacuole membrane","37.113","ER","62.17","1.44","1","18.48","ER","29.61","0.68","0","6.35","ER","33.22","0.77","0","","ER","ER","36.0338","0.836908","0","5.1562","Subunit of the vacuolar transporter chaperone (VTC) complex involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion"
"SYG1","YIL047C","vacuole membrane","33.32","9.59828","vacuole membrane","69.9678","vacuole membrane","70.4565","below threshold","20.3299","ambigous,punctate","29.6105","vacuole membrane","24.77","0.74","0","8.09","vacuole membrane","30.35","0.91","0","6.67","vacuole membrane","30.22","0.9","0","","vacuole membrane","vacuole membrane","26.4658","0.794096","0","3.42982","Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency"
"AVT7","YIL088C","ER","18.64","4.53323","vacuole membrane","65.2649","vacuole membrane","91.6231","vacuole membrane","22.0029","below threshold","27.8518","ER","15.15","0.81","0","5.58","ER","16.44","0.88","0","3.53","ER","18.08","0.96","0","","ER","ER","16.6223","0.891203","0","3.02466","Putative transporter, member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters"
"AVT6","YER119C","below threshold","13.95","3.69717","vacuole membrane","87.6018","vacuole membrane","147.046","vacuole","22.3671","below threshold","28.5268","cytosol","15.68","1.12","0","5.43","cytosol","13.44","0.96","0","2.83","cytosol","22.85","1.63","0","","below threshold","below threshold","14.4147","1.03245","0","1.75824","Vacuolar aspartate and glutamate exporter; member of a family of seven genes (AVT1-7) related to vesicular GABA-glycine transporters; involved in compartmentalizing acidic amino acids in response to nitrogen starvation"
"YCK3","YER123W","vacuole","31.65","","vacuole membrane","59.0995","vacuole membrane","76.6577","vacuole membrane","40.2258","vacuole membrane","33.2444","vacuole","28.01","0.88","0","","vacuole","28.65","0.9","0","","vacuole","41.41","1.3","0","","","","","","","","Palmitoylated, vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway"
"VAM7","YGL212W","vacuole","30.03","6.72557","vacuole membrane","79.3908","vacuole membrane","94.084","below threshold","20.9765","cytosol,vacuole membrane","44.7383","vacuole","28.78","0.95","0","10.86","vacuole","29.31","0.97","0","5.25","vacuole","37.28","1.24","0","","vacuole","vacuole","24.527","0.816417","0","3.41455","Component of the vacuole SNARE complex involved in vacuolar morphogenesis; SNAP-25 homolog; functions with a syntaxin homolog Vam3p in vacuolar protein trafficking"
"VTC2","YFL004W","ER","27.82","7.01566","vacuole membrane","148.072","vacuole membrane","127.442","vacuole membrane","42.4499","vacuole membrane","52.7548","ER","18.9","0.67","-1","4.73","ER","23.15","0.83","0","3.9","ER","18.91","0.67","-1","","ER","ER","19.9194","0.715737","0","2.2353","Subunit of the vacuolar transporter chaperone (VTC) complex involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion"
"DJP1","YIR004W","ER","38.87","11.7597","vacuole membrane,bud neck","120.462","ER,punctate,bud","163.645","ER","39.6209","cytosol","59.8336","ER","44.66","1.14","0","13.6","ER","36.19","0.93","0","7.52","ER","54.89","1.41","1","","ER","ER","36.5253","0.939526","0","4.8457","Cytosolic J-domain-containing protein, required for peroxisomal protein import and involved in peroxisome assembly, homologous to E. coli DnaJ"
"VMA7","YGR020C","","","","vacuole membrane","0","vacuole membrane","388.811","below threshold","18.7548","vacuole membrane","61.9039","","","","","","","","","","","","","","","","","","","","","",""
"DAP2","YHR028C","below threshold","14.47","4.64748","vacuole membrane","113.448","vacuole membrane","183.543","vacuole membrane","32.001","vacuole membrane","42.0752","cytosol","13.57","0.93","0","4.97","cytosol","17.69","1.22","0","3.58","cytosol","","","","","below threshold","below threshold","14.8255","1.02363","0","1.66774","Dipeptidyl aminopeptidase, synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p"
"YNL058C","YNL058C","vacuole","22.85","6.74842","cytosol,vacuole membrane","88.5383","ER,vacuole","37.1608","cytosol,punctate","24.2072","below threshold","23.8197","vacuole","15.92","0.69","-1","5.89","vacuole","20.59","0.9","0","3.96","vacuole","18.66","0.81","0","","vacuole","vacuole","23.1622","1.01315","0","4.01704","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YNL058C is not an essential gene"
"VMA10","YHR039C-A","vacuole membrane","233.11","63.6958","vacuole membrane","20.5578","vacuole membrane","382.183","below threshold","17.4036","below threshold","23.0656","vacuole membrane","294.82","1.26","0","100.51","vacuole membrane","193.95","0.83","0","48.06","vacuole membrane","503.1","2.15","1","","vacuole membrane","vacuole membrane","128.259","0.550187","-1","71.8467","Subunit G of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system; involved in vacuolar acidification"
"VTC4","YJL012C","below threshold","15.61","4.93537","cell periphery,vacuole membrane","149.904","cell periphery,vacuole","97.3182","vacuole membrane","56.5968","ER","39.2498","cytosol","14.6","0.93","0","5.31","cytosol","14.89","0.95","0","3.01","cytosol","20.11","1.28","0","","below threshold","below threshold","16.1363","1.03328","0","3.44236","Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion"
"ATG18","YFR021W","cytosol","24.72","6.55399","punctate,vacuole membrane","76.6125","punctate,vacuole membrane","103.83","below threshold","16.857","punctate","43.3341","cytosol","32.95","1.33","1","11.76","cytosol","23.16","0.93","0","3.5","cytosol","25.47","1.03","0","","cytosol","cytosol","31.3843","1.26949","0","4.01676","Phosphoinositide binding protein required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; binds both phosphatidylinositol (3,5)-bisphosphate and phosphatidylinositol 3-phosphate; WD-40 repeat protein"
"YGR125W","YGR125W","cytosol","22.1","","vacuole membrane","58.4075","ER,vacuole","37.718","below threshold","21.3012","vacuole membrane","39.8012","cytosol","","","","","cytosol","","","","","cytosol","","","","","","","","","","","Putative protein of unknown function; deletion mutant has decreased rapamycin resistance but normal wormannin resistance; green fluorescent protein (GFP)-fusion protein localizes to the vacuole"
"RMD8","YFR048W","below threshold","15.42","3.86225","vacuole membrane","36.1286","cell periphery,vacuole","16.5597","below threshold","17.3155","below threshold","26.5068","cytosol","18.64","1.2","0","5.42","cytosol","21.35","1.38","0","4.14","cytosol","16.56","1.07","0","","below threshold","below threshold","17.3356","1.12411","0","3.13398","Cytosolic protein required for sporulation"
"PMC1","YGL006W","vacuole membrane","24.13","8.72302","vacuole membrane","114.1","vacuole membrane","133.469","vacuole membrane","27.4508","vacuole membrane","50.6747","vacuole membrane","37.09","1.53","1","12.2","vacuole membrane","26.16","1.08","0","7.62","vacuole membrane","113.38","4.69","1","","vacuole membrane","vacuole membrane","19.3165","0.800286","0","3.30508","Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions; prevents growth inhibition by activation of calcineurin in the presence of elevated concentrations of calcium; similar to mammalian PMCA1a"
"SCP160","YJL080C","ER","248.89","65.7946","cytosol,vacuole membrane","421.214","cytosol","261.798","ER","99.6444","#N/A","0","ER","193.95","0.77","0","76.8","cytosol","","","0","","ER","131.95","0.53","-1","","ER","ER","246.992","0.992357","0","38.5007","Essential RNA-binding G protein effector of mating response pathway, mainly associated with nuclear envelope and ER, interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains, similar to vertebrate vigilins"
"LSB6","YJL100W","below threshold","15.91","4.63419","vacuole membrane","61.57","vacuole membrane","59.6617","below threshold","20.1923","vacuole membrane","39.8907","cytosol","16.89","1.06","0","6.42","cytosol","17.94","1.12","0","4.17","cytosol","13.89","0.87","0","","below threshold","below threshold","17.557","1.10314","0","2.55176","Type II phosphatidylinositol 4-kinase that binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization"
"AVT3","YKL146W","below threshold","19.84","5.41715","vacuole membrane","48.0321","vacuole membrane","73.7957","vacuole membrane","22.7064","vacuole membrane","40.4238","cytosol","17.83","0.89","0","6.15","cytosol","17.42","0.87","0","3.78","cytosol","18.17","0.91","0","","below threshold","below threshold","16.1224","0.812509","0","2.36164","Vacuolar transporter, exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters"
"YJL163C","YJL163C","below threshold","16.37","4.59634","vacuole membrane","46.3957","vacuole membrane","42.2086","below threshold","17.2197","","27.9294","cytosol","13.36","0.81","0","4.04","cytosol","15.3","0.93","0","3.29","cytosol","24.95","1.52","0","","below threshold","below threshold","13.986","0.853844","0","1.65211","Putative protein of unknown function"
"NYV1","YLR093C","","","","vacuole membrane","28.6554","vacuole membrane","53.9852","vacuole membrane","32.5205","vacuole membrane","39.6225","","","","","","","","","","","","","","","","","","","","","",""
"HXT8","YJL214W","below threshold","16.41","4.25104","cell periphery,vacuole membrane","76.1217","cell periphery,vacuole","79.282","below threshold","18.621","cell periphery","35.0267","cytosol","14.46","0.88","0","5.22","cytosol","13.34","0.81","0","3.28","cytosol","15.55","0.94","0","","below threshold","below threshold","14.5681","0.887536","0","1.69944","Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose"
"YLR173W","YLR173W","below threshold","13.96","3.70721","vacuole membrane","55.1481","vacuole membrane","57.6863","below threshold","23.2007","vacuole membrane","36.1109","cytosol","17.19","1.23","0","5.65","cytosol","14.19","1.01","0","2.88","cytosol","19.87","1.42","0","","below threshold","below threshold","16.7082","1.19657","0","3.27641","Putative protein of unknown function"
